stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding																																	   
17056,1350,"Lakewood Station - Bay 3",,47.153166,-122.498767,,,,,,1
14078,1351,"Lakewood Station - Bay 4",,47.152605,-122.499474,,,,,,1
4808,1354,"Pacific Hwy E & 59th Ave Ct E",,47.242954,-122.348862,,,,,,1
1185,1362,"Market St & St Helens Ave",,47.257004,-122.442329,,,,,,1
1186,1363,"Market St & 9th St",,47.255666,-122.442192,,,,,,1
1188,1369,"Market St & S 15th St",,47.248626,-122.440611,,,,,,1
1189,1370,"Market St & S 13th St",,47.250110,-122.440943,,,,,,1
25629,1372,"Pacific Ave & 121st St",,47.148092,-122.434319,,,,,,1
1190,1373,"Market St & S 17th St",,47.246836,-122.440051,,,,,,1
1191,1374,"Market St & S 19th St",,47.245661,-122.439881,,,,,,1
1192,1375,"Market St & S 19th St",,47.245140,-122.439647,,,,,,1
1193,1376,"19th St S & Market St",,47.244884,-122.440049,,,,,,1
1209,1392,"McChord Dr SW & Bridgeport Wy",,47.139387,-122.502688,,,,,,1
1212,1395,"McChord Dr SW & Lincoln Ave SW",,47.139764,-122.511537,,,,,,1
1213,1396,"McChord Dr SW & Lincoln Ave SW",,47.140136,-122.512776,,,,,,1
1219,1402,"McKinley Ave & E 35th St",,47.230588,-122.421109,,,,,,1
1220,1403,"McKinley Ave & E 35th St",,47.230492,-122.420952,,,,,,1
1223,1406,"McKinley Ave & E 37th St",,47.224612,-122.420762,,,,,,1
1224,1407,"McKinley Ave & E 37th St",,47.224527,-122.420900,,,,,,1
1225,1408,"McKinley Ave & E 38th St",,47.222799,-122.420915,,,,,,1
1226,1409,"McKinley Ave & E 38th St",,47.222847,-122.420777,,,,,,1
1227,1410,"McKinley Ave & E 40th St",,47.220995,-122.420927,,,,,,1
1228,1411,"McKinley Ave & E 40th St",,47.220816,-122.420791,,,,,,1
1229,1412,"McKinley Ave & E 43rd St",,47.218452,-122.420943,,,,,,1
1230,1413,"McKinley Ave & E 43rd St",,47.218333,-122.420823,,,,,,1
1232,1415,"McKinley Ave & E 46th St",,47.215528,-122.420985,,,,,,1
1233,1416,"McKinley Ave & E 46th St",,47.215300,-122.420852,,,,,,1
1234,1417,"McKinley Ave & E 48th St",,47.213655,-122.420962,,,,,,1
1235,1418,"McKinley Ave & E 48th St",,47.213452,-122.420822,,,,,,1
1238,1421,"McKinley Ave & E 53rd St",,47.208801,-122.420978,,,,,,1
1239,1422,"McKinley Ave & E 53rd St",,47.209184,-122.420839,,,,,,1
1242,1425,"McKinley Ave & E 56th St",,47.206549,-122.420962,,,,,,1
1243,1426,"McKinley Ave & E 56th St",,47.206184,-122.420824,,,,,,1
1244,1427,"McKinley Ave & E 58th St",,47.204640,-122.420821,,,,,,1
1245,1428,"McKinley Ave & E 58th St",,47.204525,-122.420958,,,,,,1
1248,1431,"McKinley Ave & E 62nd St",,47.201018,-122.420965,,,,,,1
1249,1432,"McKinley Ave & E 62nd St",,47.200770,-122.420828,,,,,,1
1250,1433,"McKinley Ave & E 64th St",,47.199101,-122.420988,,,,,,1
1251,1434,"McKinley Ave & E 64th St",,47.198842,-122.420839,,,,,,1
1254,1437,"McKinley Ave & E 68th St",,47.195757,-122.420994,,,,,,1
1255,1438,"McKinley Ave & E 68th St",,47.195287,-122.420873,,,,,,1
1267,1450,"McKinley Ave & E D St",,47.234000,-122.426707,,,,,,1
1268,1451,"McKinley Way & E D St",,47.233822,-122.426483,,,,,,1
1270,1453,"McKinley Ave & Morton St",,47.228656,-122.420689,,,,,,1
1271,1454,"McKinley Ave & Morton St",,47.228466,-122.420546,,,,,,1
1272,1455,"McKinley Ave & Wright Ave",,47.232633,-122.421570,,,,,,1
1273,1456,"McKinley Way & Wright Ave",,47.232602,-122.421712,,,,,,1
1276,1460,"Meadow Rd SW & 95th St SW",,47.171851,-122.526193,,,,,,1
1278,1462,"Meadow Rd SW & Sacramento St SW",,47.175182,-122.526283,,,,,,1
1281,1465,"Meadow Rd SW & La Salle St",,47.172830,-122.526337,,,,,,1
1282,1466,"Meadow Rd SW & Mt Tacoma Dr",,47.169727,-122.526270,,,,,,1
1283,1467,"Meadow Rd SW & Mount Tacoma Dr",,47.169916,-122.526137,,,,,,1
1284,1468,"Meadow Rd SW & Foster St SW",,47.174308,-122.526375,,,,,,1
1293,1481,"Meridian S & 28th Ave SE",,47.164376,-122.293106,,,,,,1
1294,1482,"Meridian S & 9th Ave SE",,47.184184,-122.293545,,,,,,1
1295,1484,"Meridian S & 39th Ave SE",,47.155622,-122.292865,,,,,,1
31857,1485,"Lakeland Hills Wy & 62nd Wy SE",,47.252657,-122.212476,,,,,,1
1297,1486,"Meridian E & 43rd Ave SE",,47.151425,-122.292883,,,,,,1
1298,1487,"Meridian S & 118th St E",,47.150086,-122.293048,,,,,,1
1299,1488,"Meridian S & 47th Ave SE & 120th St E",,47.147744,-122.292869,,,,,,1
1300,1489,"Meridian Ave E & 120th St E",,47.147223,-122.293049,,,,,,1
1301,1490,"Meridian Ave E & 123rd St E",,47.143650,-122.293046,,,,,,1
1302,1491,"Meridian Ave E & 123rd St Ct E",,47.144220,-122.292864,,,,,,1
9846,1492,"Meridian Ave E & 128th St E",,47.139492,-122.293065,,,,,,1
1304,1493,"Meridian Ave E & 128th St E",,47.140411,-122.292870,,,,,,1
1305,1494,"Meridian Ave E & 132nd St E",,47.136914,-122.292918,,,,,,1
1306,1495,"Meridian Ave E & 132nd St E",,47.136316,-122.293099,,,,,,1
1307,1496,"Meridian E & 136th St E",,47.133249,-122.292949,,,,,,1
1308,1497,"Meridian Ave E & 136th St E",,47.132679,-122.293119,,,,,,1
1309,1498,"Meridian E & 144th St E",,47.125956,-122.292979,,,,,,1
1310,1499,"Meridian E & 144th St E",,47.125358,-122.293164,,,,,,1
1311,1500,"Meridian E & 149th St E",,47.121230,-122.293079,,,,,,1
1312,1501,"Meridian E & 147th St E",,47.122258,-122.293226,,,,,,1
1313,1502,"Meridian S & 14th Ave SE",,47.178217,-122.293475,,,,,,1
1314,1503,"Meridian S & 14th Ave SE",,47.178673,-122.293635,,,,,,1
1315,1504,"Meridian E & 152nd St E",,47.118642,-122.293133,,,,,,1
1316,1505,"Meridian E & 152nd St E",,47.117273,-122.293349,,,,,,1
1318,1507,"Meridian S & 17th Ave SE",,47.175940,-122.293420,,,,,,1
1319,1508,"Meridian S & 17th Ave",,47.175945,-122.293564,,,,,,1
1320,1509,"Meridian S & 19th Ave SE",,47.173855,-122.293422,,,,,,1
1321,1510,"Meridian S & 19th Ave SE",,47.174094,-122.293563,,,,,,1
1323,1512,"Meridian S & 23rd Ave SE",,47.170768,-122.293404,,,,,,1
1324,1513,"Meridian S & 21st Ave SW",,47.171609,-122.293584,,,,,,1
1325,1514,"Meridian S & 23rd Ave SE",,47.169621,-122.293405,,,,,,1
1326,1515,"Meridian S & 23rd Ave SW",,47.169602,-122.293558,,,,,,1
1327,1516,"Meridian S & 27th Ave SE",,47.165560,-122.293206,,,,,,1
1328,1517,"Meridian S & 27th Ave SW",,47.165817,-122.293362,,,,,,1
22814,1520,"Lakeland Hills Wy & Evergreen Wy SE",,47.255641,-122.213855,,,,,,1
1331,1521,"Meridian S & 6th Ave SW",,47.186783,-122.293749,,,,,,1
1332,1522,"Meridian S & 9th Ave SW",,47.184214,-122.293699,,,,,,1
1333,1523,"Meridian Ave E & 163rd St E",,47.106597,-122.293524,,,,,,1
1334,1524,"Meridian S & 10th Ave SE",,47.181974,-122.293477,,,,,,1
1336,1526,"Meridian S & Skyview Condos",,47.167682,-122.293252,,,,,,1
1338,1528,"Meridian N & River Rd",,47.200087,-122.293915,,,,,,1
11735,153,"Lakeland Hills Wy & Mill Pond Dr SE",,47.259957,-122.219883,,,,,,1
19966,1530,"Lakeland Hills Wy & E Valley Hwy",,47.262434,-122.228667,,,,,,1
1340,1531,"Meridian S & Meridian West Apts",,47.167594,-122.293398,,,,,,1
1341,1532,"Meridian N & Valley Ave E",,47.206785,-122.293837,,,,,,1
15540,1533,"Lakeland Hills Wy & E Valley Hwy",,47.262353,-122.228222,,,,,,1
1342,1534,"Meridian E & 160th St E",,47.110575,-122.293499,,,,,,1
1343,1535,"Meridian Ave E & 163rd St Ct E",,47.106572,-122.293346,,,,,,1
1344,1536,"Mildred St S & 6th Ave",,47.254816,-122.526464,,,,,,1
13883,1537,"Lakeland Hills Wy & Mill Pond Dr SE",,47.259793,-122.219894,,,,,,1
1345,1538,"Mildred St S & S 10th St",,47.251994,-122.526289,,,,,,1
1346,1539,"Mildred St S & S 10th St",,47.251591,-122.526415,,,,,,1
1347,1540,"Mildred St S & S 12th St",,47.250250,-122.526256,,,,,,1
1348,1541,"Mildred St S & S 12th St",,47.249735,-122.526374,,,,,,1
1351,1544,"Mildred St S & James Ctr Plaza",,47.245125,-122.526393,,,,,,1
1352,1545,"Mildred St S & 15th St S",,47.247388,-122.526243,,,,,,1
144,155,"144th St NW & 42nd Ave Ct NW",,47.389099,-122.594047,,,,,,1
145,156,"144th St NW & 41st Ave Ct NW",,47.389005,-122.593889,,,,,,1
1370,1563,"Murray Rd SW & 148th St SW",,47.123769,-122.542735,,,,,,1
1373,1566,"11th St N & Adams St",,47.259869,-122.487071,,,,,,1
146,157,"144th St NW & 45th Ave Ct NW",,47.389062,-122.598612,,,,,,1
1384,1577,"11th St N & Proctor St",,47.259959,-122.488774,,,,,,1
1385,1578,"11th St N & Union St",,47.259975,-122.483965,,,,,,1
1386,1579,"11th St N & Union St",,47.259875,-122.483756,,,,,,1
147,158,"144th St NW & 45th Ave Ct NW",,47.388959,-122.599052,,,,,,1
1387,1580,"11th St N & Warner St",,47.259951,-122.481378,,,,,,1
1388,1581,"11th St N & Warner St",,47.259845,-122.481356,,,,,,1
1389,1582,"15th St N & Alder St",,47.263688,-122.477729,,,,,,1
1390,1583,"15th St N & Anderson St",,47.263614,-122.472907,,,,,,1
1391,1584,"15th St N & Cedar St",,47.263605,-122.476509,,,,,,1
1392,1585,"15th St N & Junett St",,47.263688,-122.474711,,,,,,1
1393,1586,"15th St N & Junett St",,47.263597,-122.474538,,,,,,1
1394,1587,"15th St N & Anderson Street",,47.263701,-122.472625,,,,,,1
1395,1588,"15th St N & Prospect St",,47.263691,-122.469205,,,,,,1
1396,1589,"15th St N & Prospect St",,47.263610,-122.469408,,,,,,1
148,159,"144th St NW & 49th Ave Ct NW",,47.389044,-122.604035,,,,,,1
1400,1593,"N 1st St & Tacoma Ave",,47.264380,-122.448718,,,,,,1
1401,1594,"N 1st St & Tacoma Ave",,47.264494,-122.448465,,,,,,1
25430,1595,"Lakeland Hills Wy & Evergreen Wy SE",,47.255491,-122.213895,,,,,,1
1405,1599,"21st St N & Prospect St",,47.267532,-122.469562,,,,,,1
12,16,"100th St SW & Gravelly Lake Dr SW",,47.166713,-122.520077,,,,,,1
149,160,"144th St NW & 49th Ave Ct NW",,47.388940,-122.603894,,,,,,1
1406,1600,"21st St N & Alder St",,47.267461,-122.477313,,,,,,1
1407,1601,"21st St N & Junett St",,47.267571,-122.474681,,,,,,1
1409,1603,"21st St N & Prospect St",,47.267429,-122.469490,,,,,,1
1410,1604,"26th St N & Alder St",,47.271099,-122.478006,,,,,,1
1411,1605,"26th St N & Alder St",,47.271006,-122.478002,,,,,,1
1412,1606,"26th St N & Bristol St",,47.271183,-122.518629,,,,,,1
1413,1607,"26th St N & Bristol St",,47.271071,-122.518753,,,,,,1
1414,1608,"26th St N & Pearl St",,47.271151,-122.516375,,,,,,1
150,161,"144th St NW & 54th Ave NW",,47.389085,-122.609015,,,,,,1
1416,1610,"26th St N & Madison St",,47.271107,-122.490183,,,,,,1
1418,1612,"26th St N & Proctor St",,47.271015,-122.488990,,,,,,1
1419,1613,"26th St N & Puget Sound Dr",,47.271118,-122.482527,,,,,,1
1420,1614,"26th St N & Puget Sound Ave",,47.271023,-122.482778,,,,,,1
1422,1616,"26th St N & Tyler St",,47.271107,-122.493414,,,,,,1
1423,1617,"26th St N & N Tyler St",,47.271012,-122.493350,,,,,,1
1424,1618,"26th St N & Washington St",,47.271111,-122.486219,,,,,,1
1425,1619,"26th St N & Washington St",,47.271017,-122.485840,,,,,,1
151,162,"144th St NW & 54th Ave NW",,47.388986,-122.609619,,,,,,1
152,163,"144th St NW & Peacock Hill NW",,47.389015,-122.589379,,,,,,1
153,164,"146th St SW & 70th Ave Ct SW",,47.124830,-122.529860,,,,,,1
21413,1640,"Lakeland Hills Wy & 63rd St SE",,47.251769,-122.212246,,,,,,1
1462,1658,"34th St N & Monroe St",,47.278709,-122.492298,,,,,,1
1463,1659,"34th St N & Monroe St",,47.278614,-122.492093,,,,,,1
1464,1660,"34th St N & Proctor St",,47.278676,-122.489121,,,,,,1
1465,1661,"N 34th St & N Proctor St",,47.278581,-122.489017,,,,,,1
1466,1662,"34th St N & Stevens St",,47.278721,-122.496369,,,,,,1
1467,1663,"34th St N & Stevens St",,47.278625,-122.495890,,,,,,1
1470,1666,"45th St N & Baltimore St",,47.289840,-122.507678,,,,,,1
1471,1667,"45th St N & Baltimore St",,47.289755,-122.507896,,,,,,1
26163,167,"146th St SW & 73rd Ave Ct SW",,47.124794,-122.533910,,,,,,1
1475,1671,"45th St N & Huson St",,47.289521,-122.504091,,,,,,1
1476,1672,"45th St N & Huson St",,47.289435,-122.503898,,,,,,1
1477,1673,"45th St N & Mullen St",,47.289521,-122.501040,,,,,,1
1478,1674,"45th St N & Mullen St",,47.289433,-122.500983,,,,,,1
1479,1675,"45th St N & Shirley St",,47.289869,-122.510313,,,,,,1
1480,1676,"45th St N & Shirley St",,47.289781,-122.510560,,,,,,1
1484,1680,"I St N & N 10th St",,47.266025,-122.463024,,,,,,1
1485,1681,"I St N & N 10th St",,47.265902,-122.463004,,,,,,1
1486,1682,"I St N & N 12th St",,47.266951,-122.465870,,,,,,1
1487,1683,"I St N & N 12th St",,47.266663,-122.465340,,,,,,1
1490,1686,"I St N & N 2nd St",,47.262476,-122.452356,,,,,,1
1491,1687,"I St N & N 2nd St",,47.262337,-122.451622,,,,,,1
1492,1688,"I St N & N 4th St",,47.263313,-122.454749,,,,,,1
1493,1689,"I St N & N 4th St",,47.263057,-122.454307,,,,,,1
158,169,"Hidden Village & 204th St E",,47.071828,-122.414850,,,,,,1
1494,1690,"I St N & N 6th St",,47.264227,-122.457509,,,,,,1
1495,1691,"I St N & N 6th St",,47.263965,-122.457059,,,,,,1
1496,1692,"I St N & N 8th St",,47.265129,-122.460264,,,,,,1
1497,1693,"I St N & N 8th St",,47.264878,-122.459844,,,,,,1
1498,1694,"M St N & Division Ave",,47.259403,-122.456498,,,,,,1
1499,1695,"M St N & N 11th St",,47.262796,-122.466555,,,,,,1
1500,1696,"M St N & N 4th St",,47.259673,-122.456934,,,,,,1
1501,1697,"M St N & N 6th St",,47.260556,-122.459714,,,,,,1
1502,1698,"M St N & N 6th St",,47.260540,-122.459984,,,,,,1
1503,1699,"M St N & N 8th St",,47.261429,-122.462387,,,,,,1
13,17,"100th St SW & Gravelly Lake Dr",,47.166638,-122.519711,,,,,,1
159,170,"150th St SW & 73rd Ave SW",,47.121245,-122.533276,,,,,,1
1504,1700,"M St N & N 8th St",,47.261411,-122.462630,,,,,,1
1507,1703,"M St N & N 11th St",,47.262794,-122.466864,,,,,,1
160,171,"Murray Rd SW & 150th St SW",,47.122186,-122.542768,,,,,,1
161,172,"150th St SW & Spring St SW",,47.121244,-122.537263,,,,,,1
162,173,"150th St SW & Woodbrook Rd SW",,47.121308,-122.527059,,,,,,1
1535,1731,"Oakes St S & S 48th St",,47.213937,-122.472677,,,,,,1
1538,1734,"Oakes St S & S 51st St",,47.210962,-122.472311,,,,,,1
1539,1735,"Oakes St S & S 52nd St",,47.209523,-122.472407,,,,,,1
1540,1736,"Oakes St S & S 54th St",,47.207957,-122.472253,,,,,,1
1541,1737,"Oakes St S & S 54th St",,47.207574,-122.472383,,,,,,1
1544,1740,"Oakes St S & S 60th St",,47.203076,-122.472226,,,,,,1
1545,1741,"Oakes St S & S 60th St",,47.202684,-122.472357,,,,,,1
1546,1742,"Oakes St S & S 62nd St",,47.201269,-122.472212,,,,,,1
1547,1743,"Oakes St S & S 62nd St",,47.200869,-122.472351,,,,,,1
1548,1744,"Oakes St S & S 64th St",,47.199450,-122.472222,,,,,,1
1549,1745,"Oakes St S & S 64th St",,47.199034,-122.472360,,,,,,1
1550,1746,"Oakes St S & S 66th St",,47.197629,-122.472248,,,,,,1
1560,1756,"Military Rd SW & 114th St SW",,47.154156,-122.573638,,,,,,1
1563,1759,"Military Rd SW & Far West Dr",,47.153752,-122.573428,,,,,,1
163,176,"19th St S & 64th Ave W",,47.242707,-122.522858,,,,,,1
1564,1760,"Military Rd SW & Holden Rd",,47.150594,-122.568589,,,,,,1
1565,1761,"Military Rd SW & Masonic Rd",,47.152042,-122.570726,,,,,,1
1566,1762,"Military Rd SW & Masonic Rd",,47.151690,-122.570451,,,,,,1
1569,1765,"Olive Wy & 6th Ave",,47.612965,-122.336549,,,,,,1
164,177,"19th St S & 70th Ave W",,47.242650,-122.529735,,,,,,1
52843,1771,"2nd Ave & Pike St",,47.608692,-122.338512,,,,,,1
3886,1772,"2nd Ave & Seneca St",,47.606176,-122.336189,,,,,,1
1572,1774,"Olympic Dr NW & Hollycroft St",,47.309498,-122.577535,,,,,,1
1573,1775,"Olympic Dr NW & Soundview Dr",,47.309792,-122.578379,,,,,,1
20510,1776,"2nd Ave & Marion St",,47.604470,-122.334618,,,,,,1
12914,1777,"2nd Ave & James St",,47.602386,-122.332710,,,,,,1
30709,1778,"2nd Ave Ext & Jackson St S",,47.599321,-122.329900,,,,,,1
19250,178,"19th St S & Bridgeport Wy",,47.242603,-122.536474,,,,,,1
1576,1783,"Orchard St W & Emerson St",,47.220705,-122.505279,,,,,,1
1577,1784,"Orchard St W & S 46th St",,47.215902,-122.505180,,,,,,1
1578,1785,"Orchard St W & 46th St",,47.215228,-122.505345,,,,,,1
1579,1786,"Orchard St W & 51st St W",,47.210130,-122.505181,,,,,,1
1582,1789,"Orchard St W & 54th St W",,47.208099,-122.505368,,,,,,1
1583,1790,"Orchard St W & Hanna Pierce Rd",,47.204233,-122.506995,,,,,,1
1585,1792,"Lakewood Dr & Hanna-Pierce Rd",,47.201980,-122.508701,,,,,,1
167,180,"19th St S & Seaview St W",,47.242639,-122.533955,,,,,,1
1605,1812,"Orchard St W & 51st St W",,47.211112,-122.505340,,,,,,1
1608,1815,"Orchard St W & Birch St W",,47.219432,-122.505159,,,,,,1
1609,1816,"Orchard St W & S 48th St",,47.214080,-122.505213,,,,,,1
1611,1818,"Orchard St W & S 56th St",,47.207536,-122.505202,,,,,,1
1612,1819,"Orchard St W & S 56th St",,47.205310,-122.505932,,,,,,1
1614,1821,"Orchard St W & 56th St S",,47.205857,-122.505704,,,,,,1
1616,1826,"Pacific Ave S & 180th St S",,47.093309,-122.435083,,,,,,1
1617,1827,"Pacific Ave S & 143rd St S",,47.127419,-122.434698,,,,,,1
1619,1829,"Pacific Ave & S 76th St",,47.189681,-122.434028,,,,,,1
1620,1830,"Pacific Ave & S 86th St",,47.178434,-122.434029,,,,,,1
1621,1831,"Pacific Ave & S 86th St",,47.178034,-122.434190,,,,,,1
1622,1832,"Pacific Ave & S 88th St",,47.175760,-122.434036,,,,,,1
1623,1833,"Pacific Ave & 88th St S",,47.176005,-122.434189,,,,,,1
1627,1845,"Pacific Ave S & S 152nd St",,47.119687,-122.434797,,,,,,1
1628,1846,"Pacific Ave S & S Military Rd",,47.119160,-122.434939,,,,,,1
1629,1847,"Pacific Ave & S 24th St",,47.240368,-122.435553,,,,,,1
1630,1848,"Pacific Ave & S 24th St",,47.239956,-122.435457,,,,,,1
1631,1850,"Pacific Ave S & S 104th St",,47.162135,-122.434146,,,,,,1
1632,1851,"Pacific Ave S & S 104th St",,47.162611,-122.434271,,,,,,1
1633,1853,"Pacific Ave S & S 108th St",,47.159541,-122.434160,,,,,,1
1634,1854,"Pacific Ave S & S 107th St",,47.160030,-122.434306,,,,,,0
1636,1857,"Pacific Ave S & SR512",,47.157139,-122.434296,,,,,,1
1637,1859,"Pacific Ave S & S 115th St",,47.152114,-122.434425,,,,,,1
1638,1860,"Pacific Ave S & S 125th St",,47.143575,-122.434607,,,,,,1
1641,1863,"Pacific Ave S & S 131st St",,47.138702,-122.434713,,,,,,1
1642,1864,"Pacific Ave S & S 131st St",,47.138532,-122.434539,,,,,,1
1644,1866,"Pacific Ave S & S 134th St",,47.135479,-122.434569,,,,,,1
1645,1867,"Pacific Ave S & S 134th St",,47.134974,-122.434752,,,,,,1
1648,1870,"Pacific Ave S & 138th St S",,47.132402,-122.434595,,,,,,1
1649,1871,"Pacific Ave S & S 138th St",,47.131200,-122.434797,,,,,,1
1650,1872,"Pacific Ave S & 143rd St S",,47.126925,-122.434885,,,,,,1
1651,1873,"Pacific Ave S & 146th St S",,47.123916,-122.434953,,,,,,1
11844,1875,"Pacific Ave S & 146th St S",,47.124358,-122.434768,,,,,,1
8830,1878,"Pacific Ave S & S 155th St",,47.116152,-122.434727,,,,,,1
18408,1879,"Pacific Ave S & S 155th St",,47.115916,-122.434899,,,,,,1
5144,1880,"Pacific Ave S & S 159th St",,47.112711,-122.434667,,,,,,1
1658,1881,"Pacific Ave S & 160th St S",,47.111921,-122.434840,,,,,,1
1659,1882,"Pacific Ave S & S 163rd St",,47.108805,-122.434884,,,,,,1
30953,1883,"Pacific Ave S & S 166th St",,47.106918,-122.434736,,,,,,1
1661,1884,"Pacific Ave S & S 166th St",,47.106243,-122.434917,,,,,,1
1662,1885,"Pacific Ave S & S 168th St",,47.104960,-122.434792,,,,,,1
1664,1887,"Pacific Ave S & S 168th St",,47.104210,-122.434948,,,,,,1
1665,1888,"Pacific Ave S & S 173rd St",,47.099991,-122.434993,,,,,,1
1666,1889,"Pacific Ave S & S 173rd St",,47.100449,-122.434809,,,,,,1
1667,1890,"Pacific Ave S & S 176th St",,47.097767,-122.434860,,,,,,1
1668,1891,"Pacific Ave S & S 176th St",,47.097703,-122.435028,,,,,,1
1672,1895,"Pacific Ave S & S 184th St",,47.089303,-122.434971,,,,,,1
1673,1896,"Pacific Ave S & S 184th St",,47.089846,-122.435139,,,,,,1
1674,1897,"Pacific Ave S & S 188th St",,47.086524,-122.435012,,,,,,1
1675,1898,"Pacific Ave S & S 188th St",,47.086406,-122.435188,,,,,,1
15,19,"100th St SW & Gravelly Lake Dr",,47.166630,-122.521242,,,,,,1
1677,1901,"Pacific Ave & S 19th St",,47.244818,-122.436784,,,,,,1
1678,1902,"Pacific Ave & S 19th St",,47.245089,-122.436492,,,,,,1
7889,1904,"Pacific Ave & S 21st St",,47.243357,-122.436194,,,,,,1
1680,1905,"Pacific Ave & S 21st St",,47.242851,-122.436347,,,,,,1
1684,1917,"Pacific Ave & S 27th St",,47.237329,-122.435093,,,,,,1
1686,1920,"Pacific Ave & S 30th St",,47.234282,-122.434271,,,,,,1
1687,1921,"Pacific Ave & S 30th St",,47.234195,-122.434376,,,,,,1
1690,1926,"Pacific Ave & S 34th St",,47.230074,-122.434022,,,,,,1
1691,1927,"Pacific Ave & S 34th St",,47.229805,-122.434178,,,,,,1
1692,1929,"Pacific Ave & S 36th St",,47.226654,-122.434020,,,,,,1
1693,1930,"Pacific Ave & S Division Lane",,47.227307,-122.434178,,,,,,1
1694,1932,"Pacific Ave & S 37th St",,47.224948,-122.434015,,,,,,1
1695,1933,"Pacific Ave & S 37th St",,47.224814,-122.434167,,,,,,1
1696,1935,"Pacific Ave & S 38th St",,47.223470,-122.433961,,,,,,1
1697,1936,"Pacific Ave & S 38th St",,47.223256,-122.434147,,,,,,1
1698,1938,"Pacific Ave & S 40th St",,47.221304,-122.433968,,,,,,1
1699,1939,"Pacific Ave & S 40th St",,47.220909,-122.434119,,,,,,1
1700,1941,"Pacific Ave & S 43rd St",,47.218263,-122.433964,,,,,,1
1701,1942,"Pacific Ave & S 43rd St",,47.217980,-122.434122,,,,,,1
7631,1943,"Steele St S & California Ave S",,47.227517,-122.469681,,,,,,1
24887,1946,"Steele St S & California Ave S",,47.227477,-122.469805,,,,,,1
1704,1947,"Pacific Ave & S 46th St",,47.215364,-122.434109,,,,,,1
1705,1948,"Pacific Ave & S 46th St",,47.215441,-122.433959,,,,,,1
23573,1949,"Steele St S & S 37th St",,47.224525,-122.468690,,,,,,1
1706,1950,"Pacific Ave & S 48th St",,47.213104,-122.434100,,,,,,1
1707,1951,"Pacific Ave & S 48th St",,47.213285,-122.433949,,,,,,1
32606,1952,"Steele St S & S 37th St",,47.224242,-122.468760,,,,,,1
1708,1953,"Pacific Ave & S 50th St",,47.211676,-122.433936,,,,,,1
1709,1954,"Pacific Ave & S 50th St",,47.211536,-122.434088,,,,,,1
1710,1955,"Pacific Ave & S 52nd St",,47.210200,-122.433943,,,,,,1
1711,1956,"Pacific Ave & S 52nd St",,47.209770,-122.434093,,,,,,1
7344,1958,"54th Ave E & 20th St E",,47.238397,-122.357164,,,,,,1
1712,1959,"Pacific Ave & S 54th St",,47.208442,-122.433928,,,,,,1
1713,1960,"Pacific Ave & S 54th St",,47.208000,-122.434055,,,,,,1
28255,1961,"54th Ave E & 23rd St E",,47.236432,-122.357246,,,,,,1
1714,1962,"Pacific Ave & S 56th St",,47.206270,-122.433967,,,,,,1
22494,1963,"Valley Ave E & 28th St E",,47.231800,-122.349014,,,,,,1
1715,1964,"Pacific Ave & S 56th St",,47.206254,-122.434083,,,,,,1
30613,1965,"Valley Ave E & 70th Ave E",,47.227887,-122.340054,,,,,,1
9758,1969,"20th St E & 70th Ave",,47.238987,-122.335791,,,,,,1
1718,1970,"Pacific Ave & S 60th St",,47.202817,-122.434063,,,,,,1
1719,1971,"Pacific Ave & S 60th St",,47.202946,-122.433923,,,,,,1
1722,1976,"Pacific Ave & S 64th St",,47.199384,-122.433904,,,,,,1
1723,1977,"Pacific Ave & S 64th St",,47.198730,-122.434017,,,,,,1
1724,1979,"Pacific Ave & S 67th St",,47.196628,-122.434086,,,,,,1
1725,1980,"Pacific Ave & S 67th St",,47.196499,-122.433932,,,,,,1
1726,1982,"Pacific Ave & S 70th St",,47.194219,-122.433980,,,,,,1
1727,1983,"Pacific Ave & S 70th St",,47.194060,-122.434135,,,,,,1
1728,1986,"Pacific Ave & S 72nd St",,47.191953,-122.434135,,,,,,1
1729,1987,"Pacific Ave & S 72nd St",,47.192134,-122.433985,,,,,,1
1730,1988,"Pacific Ave & S 72nd St",,47.189803,-122.434159,,,,,,1
1731,1990,"Pacific Ave & S 76th St",,47.188146,-122.434023,,,,,,1
1732,1991,"Pacific Ave & S 76th St",,47.188034,-122.434176,,,,,,1
1733,1993,"Pacific Ave & S 78th St",,47.186007,-122.434022,,,,,,1
1734,1994,"Pacific Ave & S 78th St",,47.185727,-122.434181,,,,,,1
1735,1996,"Pacific Ave & S 80th St",,47.184561,-122.434034,,,,,,1
1736,1997,"Pacific Ave & S 80th St",,47.184389,-122.434189,,,,,,1
16,20,"100th St SW & Kline St SW",,47.166558,-122.496685,,,,,,1
1739,2002,"Pacific Ave & S 84th St",,47.180755,-122.434187,,,,,,1
1740,2003,"Pacific Ave & S 84th St",,47.181226,-122.434035,,,,,,1
1741,2004,"Pacific Ave & S 94th St",,47.173350,-122.434033,,,,,,1
1743,2007,"Pacific Ave & S 96th St",,47.170481,-122.434188,,,,,,1
1744,2008,"Pacific Ave & S 96th St",,47.170311,-122.434033,,,,,,1
1745,2010,"Pacific Ave & S 99th St",,47.167258,-122.434072,,,,,,1
1746,2011,"Pacific Ave & 99th St S",,47.167329,-122.434223,,,,,,1
