stop_id,stop_name,stop_lat,stop_lon,stop_code,wheelchair_boarding
150,EVERGREEN WAY & W MARILYN AVE - NB,47.911091,-122.237991,5180,2
151,EVERGREEN WAY & W INTERCITY AVE - NB,47.912395,-122.236771,5170,2
152,EVERGREEN WAY & 92ND ST SW - NB,47.914165,-122.235107,5155,2
153,EVERGREEN WAY & HOLLY DR - NB,47.916698,-122.232758,5145,2
154,EVERGREEN WAY & 86TH - NB,47.919621,-122.230019,5135,2
155,EVERGREEN WAY & CASINO RD - NB,47.921398,-122.228302,5130,2
156,EVERGREEN WAY & 79TH PL SE - NB,47.926216,-122.223877,877,2
157,EVERGREEN WAY & BRUIN BLVD - NB,47.928135,-122.222076,3605,2
158,EVERGREEN WAY & 75TH ST SE - NB,47.930405,-122.220497,3168,2
159,EVERGREEN WAY & 71ST - NB,47.933464,-122.219597,3622,2
16,BEVERLY LN & 58TH ST SE - NB,47.945568,-122.228546,3370,2
160,EVERGREEN WAY & MADISON ST - NB,47.936691,-122.218719,3628,2
161,EVERGREEN WAY & BERKSHIRE DR - NB,47.940853,-122.217606,3638,2
162,EVERGREEN WAY & 57TH ST SE - NB,47.945679,-122.215988,3642,2
163,EVERGREEN WAY & HIGHWAY PL - NB,47.947468,-122.215187,3647,2
164,EVERGREEN WAY & 52ND ST SE - NB,47.949734,-122.214211,3325,2
165,EVERGREEN WAY & 50TH ST SE - NB,47.952854,-122.213310,3315,2
166,EVERGREEN WAY & WILMINGTON AVE - NB,47.954659,-122.212990,3290,2
167,RUCKER AVE & 43RD ST SE - NB,47.961071,-122.210564,3255,2
168,RUCKER AVE & 39TH ST - NB,47.965649,-122.210785,1537,2
169,RUCKER AVE & 37TH ST - NB,47.968422,-122.210907,1520,2
17,BEVERLY LN & SUNSET LN - NB,47.948006,-122.228844,3360,2
170,RUCKER AVE & 35TH ST - NB,47.971558,-122.211044,1475,2
171,RUCKER AVE & 33RD ST - NB,47.974110,-122.211159,1466,2
172,RUCKER AVE & PACIFIC AVE - NB,47.976742,-122.211258,1460,2
173,HEWITT AVE & HOYT AVE - EB,47.979237,-122.210258,1385,2
174,HEWITT AVE & WETMORE - EB,47.979179,-122.206642,1365,2
175,HEWITT AVE & OAKES AVE - EB,47.979164,-122.203865,426,2
176,BROADWAY & WALL ST - SB,47.977619,-122.201675,2886,2
177,33RD ST & MCDOUGALL AVE - EB,47.973988,-122.200195,2324,2
178,EVERETT STATION - E1,47.974640,-122.197952,2445,2
179,BROADWAY & PACIFIC AVENUE - NB,47.977150,-122.201393,2887,2
18,DOGWOOD DR & 50TH ST SW - NB,47.952065,-122.230858,3350,2
180,BROADWAY & CALIFORNIA - NB,47.980885,-122.201393,9967,2
181,BROADWAY & 26TH ST - NB,47.983028,-122.201370,2240,2
182,BROADWAY & 23RD ST - NB,47.987354,-122.201263,2175,2
183,BROADWAY & 21ST ST - NB,47.990322,-122.201172,2170,2
184,BROADWAY & 18TH ST - NB,47.994080,-122.201088,2135,2
185,BROADWAY & 16TH ST - NB,47.996479,-122.201080,2085,2
186,BROADWAY & 14TH ST - NB,47.999191,-122.200882,827,2
187,BROADWAY & 12TH ST - NB,48.001659,-122.200989,7110,2
188,BROADWAY & 10TH ST - NB,48.004238,-122.199188,7115,2
189,COLLEGE STATION - BAY F - NB,48.005764,-122.200546,1056,2
18971,SOUNDER STATION EB,47.949272,-122.298882,3274,2
19,DOGWOOD DR & 48TH ST SW - NB,47.954670,-122.231224,3335,2
190,N BROADWAY & 10TH ST - SB,48.003860,-122.200111,1060,2
