route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q44+,CS_C4-Weekday,CS_C4-Weekday-035200_SBS44_928,SELECT BUS BRONX ZOO via MAIN ST,0,35931199,SBS440090
Q44+,CS_C4-Weekday,CS_C4-Weekday-032600_SBS44_909,SELECT BUS BRONX ZOO via MAIN ST,0,35931175,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-036200_SBS44_929,SELECT BUS BRONX ZOO via MAIN ST,0,35931201,SBS440090
Q44+,CS_C4-Weekday,CS_C4-Weekday-033400_SBS44_918,SELECT BUS BRONX ZOO via MAIN ST,0,35931187,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-034200_SBS44_920,SELECT BUS BRONX ZOO via MAIN ST,0,35931189,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-038000_SBS44_933,SELECT BUS BRONX ZOO via MAIN ST,0,35931204,SBS440090
Q44+,CS_C4-Weekday,CS_C4-Weekday-035000_SBS44_921,SELECT BUS BRONX ZOO via MAIN ST,0,35931190,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-038800_SBS44_907,SELECT BUS BRONX ZOO via MAIN ST,0,35931206,SBS440090
Q44+,CS_C4-Weekday,CS_C4-Weekday-035800_SBS44_905,SELECT BUS BRONX ZOO via MAIN ST,0,35931192,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-036200_SBS44_902,SELECT BUS FLUSHING MAIN ST STATION,0,35931178,SBS440149
Q44+,CS_C4-Weekday,CS_C4-Weekday-036600_SBS44_924,SELECT BUS BRONX ZOO via MAIN ST,0,35931193,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-037200_SBS44_926,SELECT BUS BRONX ZOO via MAIN ST,0,35931195,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-040900_SBS44_937,SELECT BUS BRONX ZOO via MAIN ST,0,35931210,SBS440090
Q44+,CS_C4-Weekday,CS_C4-Weekday-037800_SBS44_927,SELECT BUS BRONX ZOO via MAIN ST,0,35931197,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-038400_SBS44_906,SELECT BUS BRONX ZOO via MAIN ST,0,35931198,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-038700_SBS44_903,SELECT BUS FLUSHING MAIN ST STATION,0,35931181,SBS440149
Q44+,CS_C4-Weekday,CS_C4-Weekday-039000_SBS44_930,SELECT BUS BRONX ZOO via MAIN ST,0,35931200,SBS440148
