route_id,trip_id,service_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,drt_advance_book_min,bikes_allowed,peak_offpeak,boarding_type
66,t742-b19CA-sl2,2,To Olympia Transit Center,1,6602,18,1,0.0,1,0,0
66,t742-b19CA-sl3,3,To Olympia Transit Center,1,6602,18,1,0.0,1,0,0
41,t76C-b1005-sl3,3,To Evergreen St College,0,4101,1,1,0.0,1,0,0
41,t76C-b1006-sl2,2,To Evergreen St College,0,4102,1,1,0.0,1,0,0
47,t76C-b1772-sl3,3,To Capital Mall,0,6002,14,1,0.0,1,0,0
47,t76C-b1773-sl2,2,To Capital Mall,0,6003,14,1,0.0,1,0,0
21,t76C-b1773-sl3,3,To 26th Ave,0,6003,24,1,0.0,1,0,0
21,t76C-b1775-sl2,2,To 26th Ave,0,6005,24,1,0.0,1,0,0
621,t76C-b183C-sl2,2,To Northeast Lacey,0,6204,0,1,0.0,1,0,0
621,t76C-b183D-sl3,3,To Northeast Lacey,0,6205,0,1,0.0,1,0,0
65,t76C-b1A92-sl3,3,To 41st Avenue,0,6802,8,1,0.0,1,0,0
65,t76C-b1A94-sl2,2,To 41st Avenue,0,6804,8,1,0.0,1,0,0
12,t76C-b4B2-sl3,3,To Labor and Industries,0,1202,27,1,0.0,1,0,0
12,t76C-b4B3-sl2,2,To Labor and Industries,0,1203,27,1,0.0,1,0,0
41,t76F-b1005-sl2,2,To Olympia Transit Center,1,4101,25,1,0.0,1,0,0
41,t76F-b1006-sl3,3,To Olympia Transit Center,1,4102,25,1,0.0,1,0,0
94,t770-b24B9-sl2,2,To Olympia Transit Center,1,9401,31,1,0.0,1,0,0
94,t770-b24BB-sl3,3,To Olympia Transit Center,1,9403,31,1,0.0,1,0,0
45,t772-b1197-sl3,3,To Olympia Transit Center,1,4503,16,1,0.0,1,0,0
45,t772-b119A-sl2,2,To Olympia Transit Center,1,4506,16,1,0.0,1,0,0
60,t773-b1771-sl3,3,To Olympia Transit Center,1,6001,4,1,0.0,1,0,0
60,t773-b1774-sl2,2,To Olympia Transit Center,1,6004,4,1,0.0,1,0,0
47,t774-b1772-sl2,2,To Olympia Transit Center,1,6002,28,1,0.0,1,0,0
620,t774-b26C1-sl2,2,To Olympia Transit Center,1,9921,22,1,0.0,1,0,0
13,t775-b515-sl2,2,To Olympia Transit Center,1,1301,17,1,0.0,1,0,0
13,t775-b516-sl3,3,To Olympia Transit Center,1,1302,17,1,0.0,1,0,0
67,t776-b1A2D-sl2,2,To Lacey Transit Center,1,6701,2,1,0.0,1,0,0
67,t776-b1A2D-sl3,3,To Lacey Transit Center,1,6701,2,1,0.0,1,0,0
68,t776-b1A92-sl2,2,To Lacey Transit Center,1,6802,35,1,0.0,1,0,0
68,t776-b1A94-sl3,3,To Lacey Transit Center,1,6804,35,1,0.0,1,0,0
620,t776-b26AD-sl3,3,To Olympia Transit Center,1,9901,22,1,0.0,1,0,0
620,t776-b26AE-sl3,3,To SR 512 Park & Ride,0,9902,30,1,0.0,1,0,0
48,t777-b19CD-sl2,2,To Olympia Transit Center,1,6605,13,1,0.0,1,0,0
48,t777-b19CD-sl3,3,To Olympia Transit Center,1,6605,13,1,0.0,1,0,0
21,t778-b1773-sl3,3,To Olympia Transit Center,1,6003,5,1,0.0,1,0,0
21,t778-b1775-sl2,2,To Olympia Transit Center,1,6005,5,1,0.0,1,0,0
12,t778-b4B1-sl2,2,To Olympia Transit Center,1,1201,26,1,0.0,1,0,0
12,t778-b4B3-sl3,3,To Olympia Transit Center,1,1203,26,1,0.0,1,0,0
45,t77B-b1196-sl2,2,To Capital Mall,0,4502,6,1,0.0,1,0,0
64,t77B-b1197-sl2,2,To Amtrak Station,0,4503,33,1,0.0,1,0,0
64,t77B-b1902-sl3,3,To Amtrak Station,0,6402,33,1,0.0,1,0,0
48,t77B-b19C9-sl2,2,To Evergreen St College,0,6601,32,1,0.0,1,0,0
66,t77B-b19C9-sl3,3,To Lacey Corporate Center,0,6601,9,1,0.0,1,0,0
66,t77B-b19CB-sl2,2,To Lacey Corporate Center,0,6603,9,1,0.0,1,0,0
48,t77B-b19CC-sl3,3,To Evergreen St College,0,6604,32,1,0.0,1,0,0
94,t77B-b24BC-sl3,3,To Yelm Walmart,0,9404,3,1,0.0,1,0,0
94,t77B-b24BD-sl2,2,To Yelm Walmart,0,9405,3,1,0.0,1,0,0
13,t77B-b515-sl3,3,To Labor and Industries,0,1301,10,1,0.0,1,0,0
13,t77B-b516-sl2,2,To Labor and Industries,0,1302,10,1,0.0,1,0,0
42,t77E-b1069-sl2,2,To Olympia Transit Center,1,4201,40,1,0.0,1,0,0
64,t77E-b1198-sl2,2,To Olympia Transit Center,1,4504,37,1,0.0,1,0,0
64,t77E-b1901-sl3,3,To Olympia Transit Center,1,6401,37,1,0.0,1,0,0
65,t782-b1A92-sl3,3,To Lacey Transit Center,1,6802,29,1,0.0,1,0,0
65,t782-b1A94-sl2,2,To Lacey Transit Center,1,6804,29,1,0.0,1,0,0
622,t784-b183A-sl3,3,To Olympia Transit Center,1,6202,19,1,0.0,1,0,0
622,t784-b183B-sl2,2,To Olympia Transit Center,1,6203,19,1,0.0,1,0,0
68,t786-b1A91-sl2,2,To Capital Mall,0,6801,12,1,0.0,1,0,0
68,t786-b1A96-sl3,3,To Capital Mall,0,6806,12,1,0.0,1,0,0
66,t788-b19CB-sl3,3,To Olympia Transit Center,1,6603,18,1,0.0,1,0,0
66,t788-b19CC-sl2,2,To Olympia Transit Center,1,6604,18,1,0.0,1,0,0
41,t78A-b1005-sl2,2,To Evergreen St College,0,4101,1,1,0.0,1,0,0
41,t78A-b1006-sl3,3,To Evergreen St College,0,4102,1,1,0.0,1,0,0
622,t78A-b183F-sl2,2,To The Meadows,0,6207,11,1,0.0,1,0,0
622,t78A-b183F-sl3,3,To The Meadows,0,6207,11,1,0.0,1,0,0
65,t78A-b1A95-sl3,3,To 41st Avenue,0,6805,8,1,0.0,1,0,0
65,t78A-b1A97-sl2,2,To 41st Avenue,0,6807,8,1,0.0,1,0,0
620,t78A-b26C3-sl2,2,To SR 512 Park & Ride,0,9923,30,1,0.0,1,0,0
12,t78A-b4B1-sl3,3,To Labor and Industries,0,1201,27,1,0.0,1,0,0
12,t78A-b4B2-sl2,2,To Labor and Industries,0,1202,27,1,0.0,1,0,0
41,t78D-b1005-sl3,3,To Olympia Transit Center,1,4101,25,1,0.0,1,0,0
41,t78D-b1006-sl2,2,To Olympia Transit Center,1,4102,25,1,0.0,1,0,0
94,t78E-b24BC-sl2,2,To Olympia Transit Center,1,9404,31,1,0.0,1,0,0
94,t78E-b24BD-sl3,3,To Olympia Transit Center,1,9405,31,1,0.0,1,0,0
45,t790-b1196-sl2,2,To Olympia Transit Center,1,4502,16,1,0.0,1,0,0
47,t792-b1772-sl3,3,To Olympia Transit Center,1,6002,28,1,0.0,1,0,0
47,t792-b1773-sl2,2,To Olympia Transit Center,1,6003,28,1,0.0,1,0,0
13,t793-b515-sl3,3,To Olympia Transit Center,1,1301,17,1,0.0,1,0,0
13,t793-b516-sl2,2,To Olympia Transit Center,1,1302,17,1,0.0,1,0,0
68,t794-b1A96-sl2,2,To Lacey Transit Center,1,6806,35,1,0.0,1,0,0
68,t794-b1A97-sl3,3,To Lacey Transit Center,1,6807,35,1,0.0,1,0,0
48,t795-b19C9-sl2,2,To Olympia Transit Center,1,6601,13,1,0.0,1,0,0
48,t795-b19CC-sl3,3,To Olympia Transit Center,1,6604,13,1,0.0,1,0,0
12,t796-b4B2-sl3,3,To Olympia Transit Center,1,1202,26,1,0.0,1,0,0
12,t796-b4B3-sl2,2,To Olympia Transit Center,1,1203,26,1,0.0,1,0,0
48,t799-b19CA-sl2,2,To Evergreen St College,0,6602,32,1,0.0,1,0,0
48,t799-b19CA-sl3,3,To Evergreen St College,0,6602,32,1,0.0,1,0,0
66,t799-b19CD-sl2,2,To Lacey Corporate Center,0,6605,9,1,0.0,1,0,0
66,t799-b19CD-sl3,3,To Lacey Corporate Center,0,6605,9,1,0.0,1,0,0
94,t799-b24BA-sl2,2,To Yelm Walmart,0,9402,3,1,0.0,1,0,0
94,t799-b24BA-sl3,3,To Yelm Walmart,0,9402,3,1,0.0,1,0,0
13,t799-b515-sl2,2,To Labor and Industries,0,1301,10,1,0.0,1,0,0
13,t799-b516-sl3,3,To Labor and Industries,0,1302,10,1,0.0,1,0,0
64,t79C-b1195-sl2,2,To Olympia Transit Center,1,4501,37,1,0.0,1,0,0
64,t79C-b1195-sl3,3,To Olympia Transit Center,1,4501,37,1,0.0,1,0,0
621,t79E-b183C-sl2,2,To Olympia Transit Center,1,6204,20,1,0.0,1,0,0
621,t79E-b183D-sl3,3,To Olympia Transit Center,1,6205,20,1,0.0,1,0,0
65,t7A0-b1A95-sl3,3,To Lacey Transit Center,1,6805,29,1,0.0,1,0,0
65,t7A0-b1A97-sl2,2,To Lacey Transit Center,1,6807,29,1,0.0,1,0,0
620,t7A3-b26C2-sl2,2,To Olympia Transit Center,1,9922,22,1,0.0,1,0,0
68,t7A4-b1A92-sl3,3,To Capital Mall,0,6802,12,1,0.0,1,0,0
68,t7A4-b1A94-sl2,2,To Capital Mall,0,6804,12,1,0.0,1,0,0
66,t7A6-b19C9-sl3,3,To Olympia Transit Center,1,6601,18,1,0.0,1,0,0
66,t7A6-b19CB-sl2,2,To Olympia Transit Center,1,6603,18,1,0.0,1,0,0
41,t7D0-b1005-sl3,3,To Evergreen St College,0,4101,1,1,0.0,1,0,0
41,t7D0-b1006-sl2,2,To Evergreen St College,0,4102,1,1,0.0,1,0,0
621,t7D0-b1771-sl3,3,To Northeast Lacey,0,6001,0,1,0.0,1,0,0
21,t7D0-b1772-sl3,3,To 26th Ave,0,6002,24,1,0.0,1,0,0
21,t7D0-b1773-sl2,2,To 26th Ave,0,6003,24,1,0.0,1,0,0
621,t7D0-b1774-sl2,2,To Northeast Lacey,0,6004,0,1,0.0,1,0,0
65,t7D0-b1A91-sl3,3,To 41st Avenue,0,6801,8,1,0.0,1,0,0
65,t7D0-b1A93-sl2,2,To 41st Avenue,0,6803,8,1,0.0,1,0,0
12,t7D0-b4B1-sl2,2,To Labor and Industries,0,1201,27,1,0.0,1,0,0
12,t7D0-b4B3-sl3,3,To Labor and Industries,0,1203,27,1,0.0,1,0,0
41,t7D3-b1005-sl2,2,To Olympia Transit Center,1,4101,25,1,0.0,1,0,0
41,t7D3-b1006-sl3,3,To Olympia Transit Center,1,4102,25,1,0.0,1,0,0
94,t7D4-b24B9-sl3,3,To Olympia Transit Center,1,9401,31,1,0.0,1,0,0
94,t7D4-b24BB-sl2,2,To Olympia Transit Center,1,9403,31,1,0.0,1,0,0
13,t7D9-b515-sl2,2,To Olympia Transit Center,1,1301,17,1,0.0,1,0,0
13,t7D9-b516-sl3,3,To Olympia Transit Center,1,1302,17,1,0.0,1,0,0
68,t7DA-b1A93-sl3,3,To Lacey Transit Center,1,6803,35,1,0.0,1,0,0
68,t7DA-b1A95-sl2,2,To Lacey Transit Center,1,6805,35,1,0.0,1,0,0
48,t7DB-b19CA-sl2,2,To Olympia Transit Center,1,6602,13,1,0.0,1,0,0
48,t7DB-b19CA-sl3,3,To Olympia Transit Center,1,6602,13,1,0.0,1,0,0
21,t7DC-b1772-sl3,3,To Olympia Transit Center,1,6002,5,1,0.0,1,0,0
21,t7DC-b1773-sl2,2,To Olympia Transit Center,1,6003,5,1,0.0,1,0,0
12,t7DC-b4B1-sl3,3,To Olympia Transit Center,1,1201,26,1,0.0,1,0,0
12,t7DC-b4B2-sl2,2,To Olympia Transit Center,1,1202,26,1,0.0,1,0,0
66,t7DF-b19C9-sl2,2,To Lacey Corporate Center,0,6601,9,1,0.0,1,0,0
48,t7DF-b19CB-sl3,3,To Evergreen St College,0,6603,32,1,0.0,1,0,0
48,t7DF-b19CC-sl2,2,To Evergreen St College,0,6604,32,1,0.0,1,0,0
66,t7DF-b19CC-sl3,3,To Lacey Corporate Center,0,6604,9,1,0.0,1,0,0
620,t7DF-b26AE-sl3,3,To Olympia Transit Center,1,9902,22,1,0.0,1,0,0
13,t7DF-b516-sl2,2,To Labor and Industries,0,1302,10,1,0.0,1,0,0
64,t7E2-b1197-sl2,2,To Olympia Transit Center,1,4503,37,1,0.0,1,0,0
64,t7E2-b1902-sl3,3,To Olympia Transit Center,1,6402,37,1,0.0,1,0,0
65,t7E6-b1A91-sl3,3,To Lacey Transit Center,1,6801,29,1,0.0,1,0,0
65,t7E6-b1A93-sl2,2,To Lacey Transit Center,1,6803,29,1,0.0,1,0,0
622,t7E8-b183F-sl2,2,To Olympia Transit Center,1,6207,19,1,0.0,1,0,0
622,t7E8-b183F-sl3,3,To Olympia Transit Center,1,6207,19,1,0.0,1,0,0
620,t7E9-b26C3-sl2,2,To Olympia Transit Center,1,9923,22,1,0.0,1,0,0
68,t7EA-b1A95-sl3,3,To Capital Mall,0,6805,12,1,0.0,1,0,0
68,t7EA-b1A97-sl2,2,To Capital Mall,0,6807,12,1,0.0,1,0,0
66,t7EC-b19CD-sl2,2,To Olympia Transit Center,1,6605,18,1,0.0,1,0,0
66,t7EC-b19CD-sl3,3,To Olympia Transit Center,1,6605,18,1,0.0,1,0,0
41,t7EE-b1005-sl2,2,To Evergreen St College,0,4101,1,1,0.0,1,0,0
41,t7EE-b1006-sl3,3,To Evergreen St College,0,4102,1,1,0.0,1,0,0
622,t7EE-b1772-sl3,3,To The Meadows,0,6002,11,1,0.0,1,0,0
622,t7EE-b1773-sl2,2,To The Meadows,0,6003,11,1,0.0,1,0,0
65,t7EE-b1A92-sl2,2,To 41st Avenue,0,6802,8,1,0.0,1,0,0
65,t7EE-b1A94-sl3,3,To 41st Avenue,0,6804,8,1,0.0,1,0,0
12,t7EE-b4B2-sl3,3,To Labor and Industries,0,1202,27,1,0.0,1,0,0
12,t7EE-b4B3-sl2,2,To Labor and Industries,0,1203,27,1,0.0,1,0,0
41,t7F1-b1005-sl3,3,To Olympia Transit Center,1,4101,25,1,0.0,1,0,0
41,t7F1-b1006-sl2,2,To Olympia Transit Center,1,4102,25,1,0.0,1,0,0
94,t7F2-b24BC-sl3,3,To Olympia Transit Center,1,9404,31,1,0.0,1,0,0
94,t7F2-b24BD-sl2,2,To Olympia Transit Center,1,9405,31,1,0.0,1,0,0
13,t7F7-b516-sl2,2,To Olympia Transit Center,1,1302,17,1,0.0,1,0,0
68,t7F8-b1A91-sl2,2,To Lacey Transit Center,1,6801,35,1,0.0,1,0,0
68,t7F8-b1A96-sl3,3,To Lacey Transit Center,1,6806,35,1,0.0,1,0,0
48,t7F9-b19CB-sl3,3,To Olympia Transit Center,1,6603,13,1,0.0,1,0,0
48,t7F9-b19CC-sl2,2,To Olympia Transit Center,1,6604,13,1,0.0,1,0,0
12,t7FA-b4B1-sl2,2,To Olympia Transit Center,1,1201,26,1,0.0,1,0,0
12,t7FA-b4B3-sl3,3,To Olympia Transit Center,1,1203,26,1,0.0,1,0,0
48,t7FD-b19C9-sl3,3,To Evergreen St College,0,6601,32,1,0.0,1,0,0
48,t7FD-b19CB-sl2,2,To Evergreen St College,0,6603,32,1,0.0,1,0,0
13,t7FD-b515-sl2,2,To Labor and Industries,0,1301,10,1,0.0,1,0,0
13,t7FD-b516-sl3,3,To Labor and Industries,0,1302,10,1,0.0,1,0,0
621,t802-b1771-sl3,3,To Olympia Transit Center,1,6001,20,1,0.0,1,0,0
621,t802-b1774-sl2,2,To Olympia Transit Center,1,6004,20,1,0.0,1,0,0
65,t804-b1A92-sl2,2,To Lacey Transit Center,1,6802,29,1,0.0,1,0,0
65,t804-b1A94-sl3,3,To Lacey Transit Center,1,6804,29,1,0.0,1,0,0
68,t808-b1A91-sl3,3,To Capital Mall,0,6801,12,1,0.0,1,0,0
68,t808-b1A93-sl2,2,To Capital Mall,0,6803,12,1,0.0,1,0,0
66,t80A-b19C9-sl2,2,To Olympia Transit Center,1,6601,18,1,0.0,1,0,0
66,t80A-b19CC-sl3,3,To Olympia Transit Center,1,6604,18,1,0.0,1,0,0
41,t834-b1005-sl3,3,To Evergreen St College,0,4101,1,1,0.0,1,0,0
41,t834-b1006-sl2,2,To Evergreen St College,0,4102,1,1,0.0,1,0,0
621,t834-b19CA-sl2,2,To Northeast Lacey,0,6602,0,1,0.0,1,0,0
621,t834-b19CA-sl3,3,To Northeast Lacey,0,6602,0,1,0.0,1,0,0
65,t834-b1A96-sl2,2,To 41st Avenue,0,6806,8,1,0.0,1,0,0
65,t834-b1A97-sl3,3,To 41st Avenue,0,6807,8,1,0.0,1,0,0
12,t834-b4B1-sl3,3,To Labor and Industries,0,1201,27,1,0.0,1,0,0
12,t834-b4B2-sl2,2,To Labor and Industries,0,1202,27,1,0.0,1,0,0
41,t837-b1005-sl2,2,To Olympia Transit Center,1,4101,25,1,0.0,1,0,0
41,t837-b1006-sl3,3,To Olympia Transit Center,1,4102,25,1,0.0,1,0,0
94,t83A-b24BA-sl2,2,To Olympia Transit Center,1,9402,31,1,0.0,1,0,0
94,t83A-b24BA-sl3,3,To Olympia Transit Center,1,9402,31,1,0.0,1,0,0
13,t83D-b515-sl2,2,To Olympia Transit Center,1,1301,17,1,0.0,1,0,0
13,t83D-b516-sl3,3,To Olympia Transit Center,1,1302,17,1,0.0,1,0,0
68,t83E-b1A92-sl3,3,To Lacey Transit Center,1,6802,35,1,0.0,1,0,0
68,t83E-b1A94-sl2,2,To Lacey Transit Center,1,6804,35,1,0.0,1,0,0
622,t83F-b1772-sl3,3,To Olympia Transit Center,1,6002,19,1,0.0,1,0,0
622,t83F-b1773-sl2,2,To Olympia Transit Center,1,6003,19,1,0.0,1,0,0
48,t83F-b19C9-sl3,3,To Olympia Transit Center,1,6601,13,1,0.0,1,0,0
48,t83F-b19CB-sl2,2,To Olympia Transit Center,1,6603,13,1,0.0,1,0,0
12,t840-b4B2-sl3,3,To Olympia Transit Center,1,1202,26,1,0.0,1,0,0
12,t840-b4B3-sl2,2,To Olympia Transit Center,1,1203,26,1,0.0,1,0,0
66,t843-b19CB-sl3,3,To Lacey Corporate Center,0,6603,9,1,0.0,1,0,0
66,t843-b19CC-sl2,2,To Lacey Corporate Center,0,6604,9,1,0.0,1,0,0
48,t843-b19CD-sl2,2,To Evergreen St College,0,6605,32,1,0.0,1,0,0
48,t843-b19CD-sl3,3,To Evergreen St College,0,6605,32,1,0.0,1,0,0
13,t843-b516-sl2,2,To Labor and Industries,0,1302,10,1,0.0,1,0,0
65,t84A-b1A96-sl2,2,To Lacey Transit Center,1,6806,29,1,0.0,1,0,0
65,t84A-b1A97-sl3,3,To Lacey Transit Center,1,6807,29,1,0.0,1,0,0
68,t84E-b1A92-sl2,2,To Capital Mall,0,6802,12,1,0.0,1,0,0
68,t84E-b1A94-sl3,3,To Capital Mall,0,6804,12,1,0.0,1,0,0
41,t852-b1005-sl2,2,To Evergreen St College,0,4101,1,1,0.0,1,0,0
41,t852-b1006-sl3,3,To Evergreen St College,0,4102,1,1,0.0,1,0,0
622,t852-b4B1-sl2,2,To The Meadows,0,1201,11,1,0.0,1,0,0
622,t852-b4B3-sl3,3,To The Meadows,0,1203,11,1,0.0,1,0,0
41,t855-b1005-sl3,3,To Olympia Transit Center,1,4101,25,1,0.0,1,0,0
41,t855-b1006-sl2,2,To Olympia Transit Center,1,4102,25,1,0.0,1,0,0
13,t85B-b516-sl2,2,To Olympia Transit Center,1,1302,17,1,0.0,1,0,0
68,t85C-b1A95-sl3,3,To Lacey Transit Center,1,6805,35,1,0.0,1,0,0
68,t85C-b1A97-sl2,2,To Lacey Transit Center,1,6807,35,1,0.0,1,0,0
48,t85D-b19CD-sl2,2,To Olympia Transit Center,1,6605,13,1,0.0,1,0,0
48,t85D-b19CD-sl3,3,To Olympia Transit Center,1,6605,13,1,0.0,1,0,0
12,t85E-b4B1-sl3,3,To Olympia Transit Center,1,1201,26,1,0.0,1,0,0
12,t85E-b4B2-sl2,2,To Olympia Transit Center,1,1202,26,1,0.0,1,0,0
48,t861-b19C9-sl2,2,To Evergreen St College,0,6601,32,1,0.0,1,0,0
48,t861-b19CC-sl3,3,To Evergreen St College,0,6604,32,1,0.0,1,0,0
621,t866-b19CA-sl2,2,To Olympia Transit Center,1,6602,20,1,0.0,1,0,0
621,t866-b19CA-sl3,3,To Olympia Transit Center,1,6602,20,1,0.0,1,0,0
66,t86E-b19CB-sl3,3,To Olympia Transit Center,1,6603,18,1,0.0,1,0,0
66,t86E-b19CC-sl2,2,To Olympia Transit Center,1,6604,18,1,0.0,1,0,0
41,t89B-b1005-sl2,2,To Olympia Transit Center,1,4101,25,1,0.0,1,0,0
41,t89B-b1006-sl3,3,To Olympia Transit Center,1,4102,25,1,0.0,1,0,0
48,t8A3-b19C9-sl2,2,To Olympia Transit Center,1,6601,13,1,0.0,1,0,0
48,t8A3-b19CC-sl3,3,To Olympia Transit Center,1,6604,13,1,0.0,1,0,0
622,t8A3-b4B1-sl2,2,To Olympia Transit Center,1,1201,19,1,0.0,1,0,0
622,t8A3-b4B3-sl3,3,To Olympia Transit Center,1,1203,19,1,0.0,1,0,0
