shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
99121:99913,2154,47.466137,-122.269310,48711.7
99121:99913,2155,47.466026,-122.269409,48758.2
99121:99913,2156,47.465935,-122.269508,48799.6
99121:99913,2157,47.465836,-122.269630,48846.1
99121:99913,2158,47.465767,-122.269722,48882.2
99121:99913,2159,47.465691,-122.269829,48918.5
99121:99913,2160,47.465630,-122.269943,48954.7
99121:99913,2161,47.465572,-122.270050,48990.8
99121:99913,2162,47.465511,-122.270172,49027.0
99121:99913,2163,47.465466,-122.270309,49063.2
99121:99913,2164,47.465412,-122.270447,49104.6
99121:99913,2165,47.465374,-122.270584,49140.8
99121:99913,2166,47.465344,-122.270721,49177.0
99121:99913,2167,47.465313,-122.270874,49213.2
99121:99913,2168,47.465279,-122.271133,49280.3
99121:99913,2169,47.465248,-122.271431,49353.7
99121:99913,2170,47.465248,-122.271774,49439.8
99121:99913,2171,47.465260,-122.272003,49497.8
99121:99913,2172,47.465286,-122.272263,49562.3
99121:99913,2173,47.465309,-122.272499,49620.4
99121:99913,2174,47.465347,-122.272728,49678.4
99121:99913,2175,47.465424,-122.273071,49769.4
99121:99913,2176,47.465900,-122.275078,50295.2
99121:99913,2177,47.465961,-122.275406,50377.4
99121:99913,2178,47.466011,-122.275719,50456.8
99121:99913,2179,47.466042,-122.275955,50514.6
99121:99913,2180,47.466061,-122.276169,50572.4
99121:99913,2181,47.466068,-122.276413,50630.2
99121:99913,2182,47.466068,-122.276680,50695.2
99121:99913,2183,47.466068,-122.276909,50753.0
99121:99913,2184,47.466061,-122.277138,50810.8
99121:99913,2185,47.466038,-122.277374,50868.6
99121:99913,2186,47.466011,-122.277603,50926.4
99121:99913,2187,47.465973,-122.277863,50991.3
99121:99913,2188,47.465923,-122.278114,51056.3
99121:99913,2189,47.465866,-122.278358,51121.3
99121:99913,2190,47.465797,-122.278618,51190.6
99121:99913,2191,47.465710,-122.278915,51269.4
99121:99913,2192,47.465607,-122.279190,51348.2
99121:99913,2193,47.465508,-122.279480,51426.9
99121:99913,2194,47.465404,-122.279709,51496.9
99121:99913,2195,47.465309,-122.279930,51558.2
99121:99913,2196,47.465198,-122.280144,51628.2
99121:99913,2197,47.465084,-122.280380,51698.2
99121:99913,2198,47.464958,-122.280594,51768.2
99121:99913,2199,47.464775,-122.280899,51870.1
99121:99913,2200,47.464233,-122.281700,52149.2
99121:99913,2201,47.464096,-122.281921,52223.9
99121:99913,2202,47.463978,-122.282143,52291.0
99121:99913,2203,47.463844,-122.282425,52380.5
99121:99913,2204,47.463711,-122.282738,52470.0
99121:99913,2205,47.463596,-122.283058,52559.6
99121:99913,2206,47.463497,-122.283394,52649.1
99121:99913,2207,47.463440,-122.283615,52708.8
99121:99913,2208,47.463398,-122.283852,52768.6
99121:99913,2209,47.463348,-122.284111,52835.7
99121:99913,2210,47.463314,-122.284355,52895.4
99121:99913,2211,47.463291,-122.284584,52955.1
99121:99913,2212,47.463265,-122.284859,53022.3
99121:99913,2213,47.463257,-122.285118,53087.9
99121:99913,2214,47.463257,-122.285324,53139.0
99121:99913,2215,47.463261,-122.285484,53177.6
99121:99913,2216,47.463276,-122.285622,53214.4
99121:99913,2217,47.463295,-122.285774,53251.1
99121:99913,2218,47.463333,-122.285934,53292.6
99121:99913,2219,47.463406,-122.286194,53361.7
99121:99913,2220,47.463574,-122.286659,53492.5
99121:99913,2221,47.463692,-122.286987,53586.0
99121:99913,2222,47.464211,-122.288437,53991.0
99121:99913,2223,47.464287,-122.288658,54050.8
99121:99913,2224,47.464416,-122.289024,54154.7
99121:99913,2225,47.464466,-122.289177,54194.3
99121:99913,2226,47.464500,-122.289314,54231.9
99121:99913,2227,47.464550,-122.289490,54279.1
99121:99913,2228,47.464565,-122.289642,54315.9
99121:99913,2229,47.464580,-122.289764,54348.4
99121:99913,2230,47.464592,-122.289940,54389.5
99121:99913,2231,47.464596,-122.290077,54424.8
99121:99913,2232,47.464592,-122.290230,54463.1
99121:99913,2233,47.464569,-122.290421,54509.0
99121:99913,2234,47.464550,-122.290596,54555.5
99121:99913,2235,47.464516,-122.290749,54594.5
99121:99913,2236,47.464466,-122.290955,54645.7
99121:99913,2237,47.464405,-122.291153,54702.4
99121:99913,2238,47.464314,-122.291405,54771.7
99121:99913,2239,47.464249,-122.291611,54827.7
99121:99913,2240,47.464149,-122.291840,54894.4
99121:99913,2241,47.464058,-122.292046,54955.7
99121:99913,2242,47.463955,-122.292252,55019.9
99121:99913,2243,47.463848,-122.292442,55078.3
99121:99913,2244,47.463676,-122.292725,55173.9
99121:99913,2245,47.463497,-122.292976,55264.5
99121:99913,2246,47.460903,-122.296265,56512.3
99121:99913,2247,47.458805,-122.298912,57518.9
99121:99913,2248,47.458534,-122.299255,57649.7
99121:99913,2249,47.458290,-122.299515,57760.9
99121:99913,2250,47.458145,-122.299652,57821.6
99121:99913,2251,47.458008,-122.299774,57882.2
99121:99913,2252,47.457859,-122.299889,57942.9
99121:99913,2253,47.457707,-122.299995,58003.6
99121:99913,2254,47.457554,-122.300087,58064.3
99121:99913,2255,47.457401,-122.300171,58125.0
99121:99913,2256,47.457245,-122.300255,58185.6
99121:99913,2257,47.457077,-122.300308,58246.3
99121:99913,2258,47.456913,-122.300362,58307.0
99121:99913,2259,47.456753,-122.300407,58367.7
99121:99913,2260,47.456585,-122.300446,58428.4
99121:99913,2261,47.456402,-122.300476,58497.3
99121:99913,2262,47.456184,-122.300484,58575.7
99121:99913,2263,47.455894,-122.300484,58680.4
99121:99913,2264,47.453316,-122.300499,59622.0
99121:99913,2265,47.453171,-122.300499,59676.7
99121:99913,2266,47.453011,-122.300499,59733.9
99121:99913,2267,47.452843,-122.300484,59796.4
99121:99913,2268,47.452667,-122.300461,59860.2
99121:99913,2269,47.452507,-122.300430,59917.5
99121:99913,2270,47.452358,-122.300392,59975.5
99121:99913,2271,47.452175,-122.300323,60042.7
99121:99913,2272,47.452003,-122.300255,60108.2
99121:99913,2273,47.451847,-122.300186,60165.4
99121:99913,2274,47.451691,-122.300087,60227.5
99121:99913,2275,47.451549,-122.299995,60283.8
99121:99913,2276,47.451401,-122.299889,60344.4
99121:99913,2277,47.451244,-122.299759,60409.8
99121:99913,2278,47.451042,-122.299583,60495.9
99121:99913,2279,47.450901,-122.299431,60562.2
99121:99913,2280,47.450722,-122.299232,60642.7
99121:99913,2281,47.450611,-122.299080,60698.1
99121:99913,2282,47.450508,-122.298927,60750.0
99121:99913,2283,47.450413,-122.298790,60797.3
99121:99913,2284,47.450268,-122.298561,60875.1
99121:99913,2285,47.449982,-122.298126,61027.3
99121:99913,2286,47.449852,-122.297905,61098.6
99121:99913,2287,47.449749,-122.297768,61148.3
99121:99913,2288,47.449696,-122.297699,61176.0
99121:99913,2289,47.449638,-122.297630,61202.4
99121:99913,2290,47.449566,-122.297546,61233.8
99121:99913,2291,47.449467,-122.297455,61279.3
99121:99913,2292,47.449368,-122.297356,61322.5
99121:99913,2293,47.449276,-122.297302,61356.7
99121:99913,2294,47.449200,-122.297264,61388.2
99121:99913,2295,47.449104,-122.297211,61423.8
99121:99913,2296,47.449009,-122.297165,61458.8
99121:99913,2297,47.448906,-122.297127,61498.5
99121:99913,2298,47.448822,-122.297096,61529.7
99121:99913,2299,47.448715,-122.297089,61568.5
99121:99913,2300,47.448582,-122.297073,61618.5
99121:99913,2301,47.448383,-122.297073,61691.4
99121:99913,2302,47.447983,-122.297073,61837.0
99121:99913,2303,47.447468,-122.297058,62025.2
99121:99913,2304,47.447285,-122.297058,62090.9
99121:99913,2305,47.446728,-122.297043,62293.9
99121:99913,2306,47.446480,-122.297028,62383.1
99121:99913,2307,47.446205,-122.297020,62485.2
99121:99913,2308,47.444981,-122.296936,62933.8
99121:99913,2309,47.444252,-122.296883,63197.7
99121:99913,2310,47.443436,-122.296822,63496.0
99121:99913,2311,47.440144,-122.296692,64696.8
99121:99913,2312,47.439594,-122.296677,64897.4
99121:99913,2313,47.439205,-122.296677,65039.3
99121:99913,2314,47.438877,-122.296715,65159.7
99121:99913,2315,47.438469,-122.296783,65310.3
99121:99913,2316,47.438095,-122.296883,65448.5
99121:99913,2317,47.437489,-122.297112,65677.7
99121:99913,2318,47.436974,-122.297302,65870.2
99121:99913,2319,47.436668,-122.297409,65984.7
99121:99913,2320,47.436398,-122.297478,66085.4
99121:99913,2321,47.436180,-122.297523,66166.2
99121:99913,2322,47.434311,-122.297806,66852.1
99121:99913,2323,47.433887,-122.297867,67005.6
99121:99913,2324,47.433491,-122.297905,67150.4
99121:99913,2325,47.432766,-122.297974,67416.8
99121:99913,2326,47.432201,-122.297989,67621.8
99121:99913,2327,47.431675,-122.297974,67812.8
99121:99913,2328,47.430786,-122.297943,68137.4
99121:99913,2329,47.429386,-122.297867,68648.0
99121:99913,2330,47.426266,-122.297668,69788.9
99121:99913,2331,47.425873,-122.297668,69933.0
99121:99913,2332,47.425373,-122.297684,70115.9
99121:99913,2333,47.425098,-122.297699,70215.7
99121:99913,2334,47.424961,-122.297714,70264.2
99121:99913,2335,47.424786,-122.297684,70331.4
99121:99913,2336,47.424694,-122.297684,70363.0
99121:99913,2337,47.424633,-122.297684,70384.6
99121:99913,2338,47.424168,-122.297729,70556.1
99121:99913,2339,47.423973,-122.297737,70625.6
99121:99913,2340,47.423225,-122.297729,70897.3
99121:99913,2341,47.423115,-122.297729,70939.0
99256:990006,1539,47.580589,-122.327370,0.0
99256:990006,1540,47.587528,-122.327354,2530.7
99256:990006,1541,47.587856,-122.327354,2650.3
99256:990006,1542,47.588089,-122.327354,2737.8
99256:990006,1543,47.588165,-122.327339,2763.3
99256:990006,1544,47.588238,-122.327339,2789.2
99256:990006,1545,47.588291,-122.327332,2808.6
99256:990006,1546,47.588379,-122.327316,2840.6
99256:990006,1547,47.588478,-122.327286,2878.1
99256:990006,1548,47.588615,-122.327263,2928.1
99256:990006,1549,47.588894,-122.327179,3032.4
99256:990006,1550,47.589096,-122.327141,3107.4
99256:990006,1551,47.589184,-122.327126,3138.7
99256:990006,1552,47.589253,-122.327110,3163.8
99256:990006,1553,47.589321,-122.327110,3188.9
99256:990006,1554,47.589455,-122.327095,3238.9
99256:990006,1555,47.589592,-122.327095,3288.9
99256:990006,1556,47.590309,-122.327095,3550.3
99256:990006,1557,47.592285,-122.327095,4270.3
99256:990006,1558,47.592533,-122.327095,4361.1
99256:990006,1559,47.592739,-122.327095,4436.1
99256:990006,1560,47.592838,-122.327110,4472.9
99256:990006,1561,47.592911,-122.327126,4498.8
99256:990006,1562,47.592995,-122.327141,4529.9
99256:990006,1563,47.593075,-122.327164,4561.0
99256:990006,1564,47.593189,-122.327209,4603.2
99256:990006,1565,47.593334,-122.327263,4656.3
99256:990006,1566,47.595234,-122.328011,5374.2
99256:990006,1567,47.595421,-122.328079,5444.2
99256:990006,1568,47.595585,-122.328110,5502.1
99256:990006,1569,47.595718,-122.328133,5555.9
99256:990006,1570,47.595841,-122.328148,5597.8
99256:990006,1571,47.595951,-122.328148,5639.0
99256:990006,1572,47.596077,-122.328133,5687.3
99256:990006,1573,47.596226,-122.328125,5738.5
99256:990006,1574,47.596367,-122.328094,5789.2
99256:990006,1575,47.596497,-122.328079,5837.5
99256:990006,1576,47.596592,-122.328079,5871.3
99256:990006,1577,47.597294,-122.328110,6129.5
99256:990006,1578,47.597351,-122.328079,6152.6
99256:990006,1579,47.597420,-122.328011,6181.4
99256:990006,1580,47.597477,-122.327957,6207.2
99256:990006,1581,47.597542,-122.327919,6232.8
99256:990006,1582,47.598431,-122.327919,6557.8
99256:990006,1583,47.598938,-122.327919,6740.7
99256:990006,1584,47.599194,-122.327927,6835.2
99256:990006,1585,47.599728,-122.327942,7029.8
99256:990006,1586,47.599857,-122.327957,7077.3
99256:990006,1587,47.599964,-122.327988,7118.2
99256:990006,1588,47.600136,-122.328079,7183.2
99256:990006,1589,47.600281,-122.328186,7240.7
99256:990006,1590,47.600391,-122.328323,7296.7
99256:990006,1591,47.600681,-122.328720,7439.2
99256:990006,1592,47.600937,-122.329117,7573.6
99256:990006,1593,47.601605,-122.330063,7910.3
99256:990006,1594,47.601826,-122.330391,8025.2
99256:990006,1595,47.601944,-122.330528,8078.3
99256:990006,1596,47.602116,-122.330704,8156.3
99256:990006,1597,47.602798,-122.331329,8450.9
99256:990006,1598,47.603157,-122.331657,8604.6
99256:990006,1599,47.603367,-122.331848,8693.1
99256:990006,1600,47.603519,-122.331985,8757.2
99256:990006,1601,47.604237,-122.332626,9063.6
99256:990006,1602,47.604946,-122.333275,9369.4
99256:990006,1603,47.605663,-122.333923,9675.8
99256:990006,1604,47.606377,-122.334579,9981.4
99256:990006,1605,47.607094,-122.335228,10287.5
99256:990006,1606,47.607906,-122.335976,10634.8
99256:990006,1607,47.608208,-122.336250,10767.5
99256:990006,1608,47.608429,-122.336456,10859.5
99256:990006,1609,47.610256,-122.338120,11644.8
99256:990006,1610,47.610401,-122.338226,11702.4
99256:990006,1611,47.610546,-122.338287,11757.5
99256:990006,1612,47.610668,-122.338287,11803.6
99256:990006,1613,47.610790,-122.338226,11848.3
99256:990006,1614,47.610874,-122.338135,11887.8
99256:990006,1615,47.610958,-122.338028,11928.6
99256:990006,1616,47.611008,-122.337914,11962.7
99256:990006,1617,47.611156,-122.337410,12096.6
99256:990006,1618,47.611763,-122.335960,12517.3
99256:990006,1619,47.611816,-122.335838,12552.3
99256:990006,1620,47.612305,-122.334679,12892.1
99256:990006,1621,47.612507,-122.334320,13005.3
99256:990006,1622,47.613030,-122.333054,13371.3
99256:990006,1623,47.613209,-122.332626,13494.3
99256:990006,1624,47.613579,-122.331726,13752.7
99256:990006,1625,47.613693,-122.331444,13836.3
99256:990006,1626,47.613735,-122.331345,13865.2
99256:990006,1627,47.613754,-122.331238,13891.5
99256:990006,1628,47.613781,-122.331116,13922.6
99256:990006,1629,47.613800,-122.330978,13957.8
99256:990006,1630,47.613804,-122.330841,13992.6
99256:990006,1631,47.613811,-122.330719,14022.5
99256:990006,1632,47.613808,-122.330597,14054.4
99256:990006,1633,47.613804,-122.330460,14085.8
99256:990006,1634,47.613792,-122.330307,14125.0
99256:990006,1635,47.613735,-122.329910,14225.4
99256:990006,1636,47.613495,-122.328354,14617.9
99256:990006,1637,47.613449,-122.328056,14692.8
99256:990006,1638,47.613415,-122.327805,14756.8
99256:990006,1639,47.613392,-122.327538,14822.8
99256:990006,1640,47.613365,-122.327217,14902.8
99256:990006,1641,47.613357,-122.326950,14968.1
99256:990006,1642,47.613354,-122.326561,15063.3
99256:990006,1643,47.613365,-122.326141,15169.9
99256:990006,1644,47.613396,-122.325706,15276.5
99256:990006,1645,47.613464,-122.325264,15385.3
99256:990006,1646,47.613541,-122.324814,15501.9
99256:990006,1647,47.613647,-122.324364,15619.4
99256:990006,1648,47.613751,-122.324013,15713.7
99256:990006,1649,47.613865,-122.323669,15809.8
99256:990006,1650,47.613979,-122.323364,15895.3
99256:990006,1651,47.614113,-122.323051,15984.2
99256:990006,1652,47.614277,-122.322708,16089.0
99256:990006,1653,47.614429,-122.322426,16179.1
99256:990006,1654,47.614605,-122.322151,16272.1
99256:990006,1655,47.614792,-122.321877,16366.4
99256:990006,1656,47.614979,-122.321632,16458.5
99256:990006,1657,47.615185,-122.321404,16554.0
99256:990006,1658,47.615414,-122.321167,16653.6
99256:990006,1659,47.615665,-122.320938,16762.7
99256:990006,1660,47.615971,-122.320702,16887.6
99256:990006,1661,47.616192,-122.320580,16975.4
99256:990006,1662,47.616417,-122.320457,17059.9
99256:990006,1663,47.616680,-122.320335,17163.8
99256:990006,1664,47.616974,-122.320236,17272.2
99256:990006,1665,47.617325,-122.320160,17401.9
99256:990006,1666,47.617672,-122.320114,17528.0
99256:990006,1667,47.618012,-122.320114,17653.5
99256:990006,1668,47.618328,-122.320114,17768.1
99256:990006,1669,47.619629,-122.320145,18241.0
99256:990006,1670,47.619816,-122.320145,18309.8
99256:990006,1671,47.620201,-122.320145,18450.3
99256:990006,1672,47.620453,-122.320129,18541.3
99256:990006,1673,47.620720,-122.320091,18640.3
99256:990006,1674,47.621033,-122.320038,18755.8
99256:990006,1675,47.621288,-122.319977,18852.0
99256:990006,1676,47.621616,-122.319870,18973.4
99256:990006,1677,47.621944,-122.319748,19095.5
99256:990006,1678,47.622284,-122.319595,19225.4
99256:990006,1679,47.622620,-122.319420,19354.4
99256:990006,1680,47.622936,-122.319214,19481.3
99256:990006,1681,47.623241,-122.318993,19605.5
99256:990006,1682,47.623482,-122.318802,19705.3
99256:990006,1683,47.625122,-122.317467,20389.2
99256:990006,1684,47.628567,-122.314636,21827.1
99256:990006,1685,47.633415,-122.310661,23847.5
99256:990006,1686,47.635933,-122.308617,24895.0
99256:990006,1687,47.636585,-122.308067,25169.7
99256:990006,1688,47.637073,-122.307671,25371.5
99256:990006,1689,47.637474,-122.307343,25537.6
99256:990006,1690,47.637894,-122.306999,25712.9
99256:990006,1691,47.638290,-122.306702,25874.5
99256:990006,1692,47.638649,-122.306458,26019.6
99256:990006,1693,47.638977,-122.306221,26154.3
99256:990006,1694,47.639370,-122.305962,26309.7
99256:990006,1695,47.639744,-122.305733,26457.1
99256:990006,1696,47.640171,-122.305489,26624.6
99256:990006,1697,47.640766,-122.305168,26854.7
99256:990006,1698,47.641357,-122.304901,27079.1
99256:990006,1699,47.641899,-122.304665,27287.1
99256:990006,1700,47.642399,-122.304474,27474.5
99256:990006,1701,47.642937,-122.304298,27676.4
99256:990006,1702,47.643478,-122.304131,27877.7
99256:990006,1703,47.643990,-122.303993,28067.3
99256:990006,1704,47.644566,-122.303871,28279.0
99256:990006,1705,47.645107,-122.303795,28478.7
99256:990006,1706,47.645599,-122.303726,28659.0
99256:990006,1707,47.646091,-122.303673,28840.9
99256:990006,1708,47.646599,-122.303642,29021.8
99256:990006,1709,47.647144,-122.303612,29221.1
99256:990006,1710,47.647690,-122.303627,29421.2
99256:990006,1711,47.648789,-122.303673,29821.7
99256:990006,1712,47.649296,-122.303848,30013.3
99256:990006,1713,47.649521,-122.303848,30095.6
99256:990006,1714,47.649704,-122.303864,30162.0
99256:990006,1715,47.650525,-122.303706,30464.29
99256:990006,1716,47.650932,-122.303716,30612.77
99256:990006,1717,47.651339,-122.303727,30761.25
99256:990006,1718,47.651746,-122.303739,30909.73
99256:990006,1719,47.652153,-122.303750,31058.2
99256:990006,1720,47.652560,-122.303761,31206.67
99256:990006,1721,47.652966,-122.303788,31354.95
99256:990006,1722,47.653366,-122.303863,31501.97
99256:990006,1723,47.653753,-122.303989,31646.43
99256:990006,1724,47.654121,-122.304161,31787.44
99256:990006,1725,47.654469,-122.304373,31924.44
99256:990006,1726,47.654792,-122.304620,32057.2
99256:990006,1727,47.655091,-122.304896,32185.72
99256:990006,1728,47.655365,-122.305197,32310.22
99256:990006,1729,47.655615,-122.305518,32430.99
99256:990006,1730,47.655842,-122.305856,32548.41
99256:990006,1731,47.656047,-122.306208,32662.84
99256:990006,1732,47.656230,-122.306571,32774.56
99256:990006,1733,47.656391,-122.306945,32883.86
99256:990006,1734,47.656533,-122.307327,32991.17
99256:990006,1735,47.656656,-122.307715,33096.78
99256:990006,1736,47.656758,-122.308109,33200.83
99256:990006,1737,47.656844,-122.308506,33303.76
99256:990006,1738,47.656913,-122.308908,33405.78
99256:990006,1739,47.656973,-122.309310,33507.42
99256:990006,1740,47.657032,-122.309713,33608.98
99256:990006,1741,47.657091,-122.310116,33710.56
99256:990006,1742,47.657149,-122.310519,33812.12
99256:990006,1743,47.657208,-122.310922,33913.7
99256:990006,1744,47.657267,-122.311325,34015.28
99256:990006,1745,47.657335,-122.311726,34117.23
99256:990006,1746,47.657434,-122.312121,34221.01
99256:990006,1747,47.657571,-122.312504,34327.78
99256:990006,1748,47.657747,-122.312871,34438.75
99256:990006,1749,47.657967,-122.313213,34555.16
99256:990006,1750,47.658234,-122.313520,34678.37
99256:990006,1751,47.658548,-122.313777,34809.46
99256:990006,1752,47.658909,-122.313964,34948.76
99256:990006,1753,47.659303,-122.314060,35094.56
99256:990006,1754,47.659710,-122.314066,35242.9
99256:990006,1755,47.660117,-122.314055,35391.38
99256:990006,1756,47.660524,-122.314044,35539.86
99256:990006,1757,47.660931,-122.314033,35688.34
99256:990006,1758,47.661338,-122.314023,35836.82
99256:990006,1759,47.661745,-122.314013,35985.3
99256:990006,1760,47.662152,-122.314008,36133.79
99256:990006,1761,47.662559,-122.314010,36282.29
99256:990006,1762,47.662966,-122.314021,36430.77
99256:990006,1763,47.663373,-122.314039,36579.19
99256:990006,1764,47.663779,-122.314064,36727.54
99256:990006,1765,47.664185,-122.314096,36875.78
99256:990006,1766,47.664590,-122.314135,37023.91
99256:990006,1767,47.664995,-122.314181,37171.89
99256:990006,1768,47.665398,-122.314236,37319.66
99256:990006,1769,47.665800,-122.314298,37467.22
99256:990006,1770,47.666202,-122.314364,37614.66
99256:990006,1771,47.666604,-122.314432,37762.04
99256:990006,1772,47.667005,-122.314500,37909.43
99256:990006,1773,47.667406,-122.314567,38056.81
99256:990006,1774,47.667808,-122.314635,38204.2
99256:990006,1775,47.668209,-122.314703,38351.58
99256:990006,1776,47.668611,-122.314770,38498.97
99256:990006,1777,47.669012,-122.314838,38646.35
99256:990006,1778,47.669414,-122.314906,38793.74
99256:990006,1779,47.669815,-122.314974,38941.13
99256:990006,1780,47.670217,-122.315041,39088.51
99256:990006,1781,47.670618,-122.315109,39235.9
99256:990006,1782,47.671020,-122.315177,39383.28
99256:990006,1783,47.671421,-122.315244,39530.67
99256:990006,1784,47.671823,-122.315312,39678.06
99256:990006,1785,47.672224,-122.315380,39825.45
99256:990006,1786,47.672625,-122.315448,39972.84
99256:990006,1787,47.673027,-122.315515,40120.22
99256:990006,1788,47.673428,-122.315583,40267.61
99256:990006,1789,47.673830,-122.315651,40414.99
99256:990006,1790,47.674231,-122.315718,40562.38
99256:990006,1791,47.674633,-122.315786,40709.77
99256:990006,1792,47.675150,-122.315850,40899.19
99256:990006,1793,47.675442,-122.315868,41005.82
99256:990006,1794,47.675849,-122.315875,41154.31
99256:990006,1795,47.676256,-122.315881,41302.81
99256:990006,1796,47.676663,-122.315888,41451.31
99256:990006,1797,47.677071,-122.315894,41599.81
99256:990006,1798,47.677478,-122.315901,41748.3
99256:990006,1799,47.677883,-122.315933,41896.5
99256:990006,1800,47.678283,-122.316008,42043.52
99256:990006,1801,47.678672,-122.316128,42188.42
99256:990006,1802,47.679047,-122.316287,42330.54
99256:990006,1803,47.679404,-122.316482,42469.4
99256:990006,1804,47.679742,-122.316709,42604.77
99256:990006,1805,47.680060,-122.316963,42736.59
99256:990006,1806,47.680357,-122.317241,42864.78
99256:990006,1807,47.680634,-122.317539,42989.72
99256:990006,1808,47.680896,-122.317851,43112.37
99256:990006,1809,47.681156,-122.318164,43234.63
99256:990006,1810,47.681416,-122.318478,43356.89
99256:990006,1811,47.681676,-122.318791,43479.14
99256:990006,1812,47.681936,-122.319104,43601.38
99256:990006,1813,47.682196,-122.319418,43723.64
99256:990006,1814,47.682456,-122.319731,43845.9
99256:990006,1815,47.682716,-122.320044,43968.16
99256:990006,1816,47.682975,-122.320358,44090.41
99256:990006,1817,47.683235,-122.320671,44212.66
99256:990006,1818,47.683495,-122.320984,44334.9
99256:990006,1819,47.683755,-122.321298,44457.15
99256:990006,1820,47.684015,-122.321611,44579.4
99256:990006,1821,47.684275,-122.321925,44701.65
99256:990006,1822,47.684535,-122.322238,44823.9
99256:990006,1823,47.684795,-122.322552,44946.15
99256:990006,1824,47.685055,-122.322865,45068.4
99256:990006,1825,47.685314,-122.323178,45190.63
99256:990006,1826,47.685574,-122.323492,45312.88
99256:990006,1827,47.685834,-122.323805,45435.13
99256:990006,1828,47.686094,-122.324118,45557.38
99256:990006,1829,47.686354,-122.324432,45679.63
99256:990006,1830,47.686614,-122.324745,45801.88
99256:990006,1831,47.686874,-122.325058,45924.12
99256:990006,1832,47.687134,-122.325372,46046.37
99256:990006,1833,47.687394,-122.325685,46168.62
99256:990006,1834,47.687653,-122.325999,46290.87
99256:990006,1835,47.687911,-122.326302,46410.79
99256:990006,1836,47.688187,-122.326601,46535.65
99256:990006,1837,47.688478,-122.326885,46662.86
99256:990006,1838,47.688784,-122.327153,46792.64
99256:990006,1839,47.689106,-122.327403,46925.14
99256:990006,1840,47.689443,-122.327632,47060.19
99256:990006,1841,47.689793,-122.327838,47197.85
99256:990006,1842,47.690158,-122.328019,47338.15
99256:990006,1843,47.690535,-122.328173,47480.73
99256:990006,1844,47.690923,-122.328297,47625.34
99256:990006,1845,47.691319,-122.328390,47771.66
99256:990006,1846,47.691721,-122.328451,47919.23
99256:990006,1847,47.692127,-122.328476,48067.54
99256:990006,1848,47.692544,-122.328473,48219.46
99256:990006,1849,47.692951,-122.328463,48367.95
99256:990006,1850,47.693358,-122.328454,48516.43
99256:990006,1851,47.693765,-122.328445,48664.91
99256:990006,1852,47.694172,-122.328436,48813.39
99256:990006,1853,47.694579,-122.328427,48961.88
99256:990006,1854,47.694986,-122.328418,49110.36
99256:990006,1855,47.695393,-122.328409,49258.85
99256:990006,1856,47.695800,-122.328421,49407.28
99256:990006,1857,47.696205,-122.328464,49555.28
99256:990006,1858,47.696606,-122.328533,49702.62
99256:990006,1859,47.696761,-122.328561,49759.45
99256:990006,1860,47.697161,-122.328632,49906.7
99256:990006,1861,47.697563,-122.328701,50054.05
99256:990006,1862,47.697967,-122.328744,50202.05
99256:990006,1863,47.698374,-122.328758,50350.45
99256:990006,1864,47.698781,-122.328742,50498.83
99256:990006,1865,47.699026,-122.328716,50588.65
99256:990006,1866,47.699428,-122.328653,50736.15
99256:990006,1867,47.699829,-122.328578,50883.28
99256:990006,1868,47.700229,-122.328503,51030.41
99256:990006,1869,47.700629,-122.328429,51177.54
99256:990006,1870,47.701029,-122.328354,51324.67
99256:990006,1871,47.701429,-122.328279,51471.81
99256:990006,1872,47.701832,-122.328222,51619.48
99256:990006,1873,47.702239,-122.328204,51767.84
99256:990006,1874,47.702624,-122.328208,51908.32
99256:990006,1875,47.703031,-122.328214,52056.82
99903:990006,4325,47.445053,-122.296783,0.0
99903:990006,4326,47.445053,-122.296783,0.0
99903:990006,4327,47.446060,-122.296867,367.0
99903:990006,4328,47.446060,-122.296867,367.0
99903:990006,4329,47.446133,-122.296883,394.2
99903:990006,4330,47.446133,-122.296883,394.2
99903:990006,4331,47.446228,-122.296883,427.7
99903:990006,4332,47.446228,-122.296883,427.7
99903:990006,4333,47.446331,-122.296883,465.2
99903:990006,4334,47.446331,-122.296883,465.2
99903:990006,4335,47.446472,-122.296890,518.1
99903:990006,4336,47.446472,-122.296890,518.1
99903:990006,4337,47.446785,-122.296951,632.0
99903:990006,4338,47.446785,-122.296951,632.0
99903:990006,4339,47.446983,-122.296974,705.6
99903:990006,4340,47.446983,-122.296974,705.6
99903:990006,4341,47.447067,-122.296974,736.3
99903:990006,4342,47.447067,-122.296974,736.3
99903:990006,4343,47.447159,-122.296989,768.6
99903:990006,4344,47.447159,-122.296989,768.6
99903:990006,4345,47.447239,-122.296989,798.3
99903:990006,4346,47.447239,-122.296989,798.3
99903:990006,4347,47.447472,-122.297005,882.5
99903:990006,4348,47.447472,-122.297005,882.5
99903:990006,4349,47.447983,-122.297005,1070.7
99903:990006,4350,47.447983,-122.297005,1070.7
99903:990006,4351,47.448566,-122.297005,1283.9
99903:990006,4352,47.448566,-122.297005,1283.9
99903:990006,4353,47.448704,-122.297020,1332.5
99903:990006,4354,47.448704,-122.297020,1332.5
99903:990006,4355,47.448833,-122.297043,1381.5
99903:990006,4356,47.448833,-122.297043,1381.5
99903:990006,4357,47.448944,-122.297073,1423.2
99903:990006,4358,47.448944,-122.297073,1423.2
