shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
C37:N23,244,47.495000,-122.282940,25735.9
C37:N23,245,47.495230,-122.283110,25829.7
C37:N23,246,47.495450,-122.283300,25922.7
C37:N23,247,47.495560,-122.283410,25971.2
C37:N23,248,47.495670,-122.283520,26019.6
C37:N23,249,47.495880,-122.283750,26115.0
C37:N23,250,47.496060,-122.284010,26206.9
C37:N23,251,47.496210,-122.284240,26285.8
C37:N23,252,47.496360,-122.284520,26374.1
C37:N23,253,47.496930,-122.285610,26714.4
C37:N23,254,47.497140,-122.285980,26833.7
C37:N23,255,47.497240,-122.286160,26891.2
C37:N23,256,47.497370,-122.286350,26958.0
C37:N23,257,47.497490,-122.286520,27018.7
C37:N23,258,47.497600,-122.286670,27073.3
C37:N23,259,47.497750,-122.286850,27143.8
C37:N23,260,47.497920,-122.287040,27221.6
C37:N23,261,47.498090,-122.287220,27297.9
C37:N23,262,47.498270,-122.287380,27374.6
C37:N23,263,47.498430,-122.287520,27442.4
C37:N23,264,47.498620,-122.287660,27519.9
C37:N23,265,47.498780,-122.287780,27585.4
C37:N23,266,47.498980,-122.287900,27664.1
C37:N23,267,47.499150,-122.287990,27730.0
C37:N23,268,47.499330,-122.288070,27798.6
C37:N23,269,47.499510,-122.288140,27866.5
C37:N23,270,47.499690,-122.288210,27934.4
C37:N23,271,47.499970,-122.288280,28038.0
C37:N23,272,47.501470,-122.288660,28593.1
C37:N23,273,47.501690,-122.288730,28675.2
C37:N23,274,47.501900,-122.288800,28753.7
C37:N23,275,47.502220,-122.288930,28874.8
C37:N23,276,47.504650,-122.290010,29800.5
C37:N23,277,47.504900,-122.290110,29895.0
C37:N23,278,47.505060,-122.290160,29954.6
C37:N23,279,47.505230,-122.290180,30016.9
C37:N23,280,47.505380,-122.290180,30071.6
C37:N23,281,47.505540,-122.290180,30129.9
C37:N23,282,47.505670,-122.290130,30178.9
C37:N23,283,47.505800,-122.290090,30227.4
C37:N23,284,47.505910,-122.290040,30269.4
C37:N23,285,47.506020,-122.289970,30313.1
C37:N23,286,47.506130,-122.289890,30357.8
C37:N23,287,47.506230,-122.289800,30400.5
C37:N23,288,47.506330,-122.289700,30444.6
C37:N23,289,47.506410,-122.289590,30484.5
C37:N23,290,47.506500,-122.289460,30530.4
C37:N23,291,47.506580,-122.289340,30572.0
C37:N23,292,47.506660,-122.289190,30619.2
C37:N23,293,47.506730,-122.289060,30660.2
C37:N23,294,47.506790,-122.288900,30705.4
C37:N23,295,47.506830,-122.288750,30745.3
C37:N23,296,47.506880,-122.288570,30793.3
C37:N23,297,47.506910,-122.288420,30832.0
C37:N23,298,47.506940,-122.288280,30868.3
C37:N23,299,47.506970,-122.288120,30909.3
C37:N23,300,47.506990,-122.287920,30959.3
C37:N23,301,47.507000,-122.287710,31011.3
C37:N23,302,47.507320,-122.281350,32587.6
C37:N23,303,47.507340,-122.281020,32669.4
C37:N23,304,47.507370,-122.280710,32746.8
C37:N23,305,47.507410,-122.280430,32817.6
C37:N23,306,47.507480,-122.280160,32889.0
C37:N23,307,47.507570,-122.279880,32965.6
C37:N23,308,47.507640,-122.279690,33019.1
C37:N23,309,47.507740,-122.279490,33080.5
C37:N23,310,47.507850,-122.279300,33142.3
C37:N23,311,47.507950,-122.279150,33194.3
C37:N23,312,47.508060,-122.279000,33248.9
C37:N23,313,47.508210,-122.278850,33315.0
C37:N23,314,47.508340,-122.278730,33370.9
C37:N23,315,47.508480,-122.278620,33428.8
C37:N23,316,47.508630,-122.278530,33487.8
C37:N23,317,47.508750,-122.278470,33534.0
C37:N23,318,47.508900,-122.278410,33590.7
C37:N23,319,47.509050,-122.278380,33645.9
C37:N23,320,47.509170,-122.278370,33689.8
C37:N23,321,47.509320,-122.278360,33744.6
C37:N23,322,47.510100,-122.278370,34029.1
C37:N23,323,47.510540,-122.278400,34189.8
C37:N23,324,47.510950,-122.278440,34339.6
C37:N23,325,47.512230,-122.278600,34808.2
C37:N23,326,47.513400,-122.278780,35237.3
C37:N23,327,47.513750,-122.278810,35365.2
C37:N23,328,47.514530,-122.278860,35650.0
C37:N23,329,47.515610,-122.279000,36045.4
C37:N23,330,47.515820,-122.279040,36122.7
C37:N23,331,47.516810,-122.279230,36486.8
C37:N23,332,47.517700,-122.279430,36815.2
C37:N23,333,47.518350,-122.279590,37055.6
C37:N23,334,47.519220,-122.279760,37375.7
C37:N23,335,47.519440,-122.279810,37456.9
C37:N23,336,47.519750,-122.279850,37570.4
C37:N23,337,47.520040,-122.279860,37676.2
C37:N23,338,47.520360,-122.279830,37793.2
C37:N23,339,47.520670,-122.279790,37906.7
C37:N23,340,47.520910,-122.279740,37995.1
C37:N23,341,47.521660,-122.279530,38273.5
C37:N23,342,47.522960,-122.279190,38755.1
C37:N23,343,47.524300,-122.278820,39252.4
C37:N23,344,47.524660,-122.278780,39384.1
C37:N23,345,47.525000,-122.278780,39508.1
C37:N23,346,47.525360,-122.278830,39640.0
C37:N23,347,47.525730,-122.278960,39778.7
C37:N23,348,47.528400,-122.280300,40807.4
C37:N23,349,47.528820,-122.280460,40965.6
C37:N23,350,47.529270,-122.280590,41132.8
C37:N23,351,47.529540,-122.280610,41231.4
C37:N23,352,47.529830,-122.280640,41337.5
C37:N23,353,47.535860,-122.280750,43537.2
C37:N23,354,47.536270,-122.280790,43687.1
C37:N23,355,47.536670,-122.280900,43835.5
C37:N23,356,47.536880,-122.280980,43914.6
C37:N23,357,47.537120,-122.281090,44006.2
C37:N23,358,47.538480,-122.281780,44530.8
C37:N23,359,47.540850,-122.283010,45447.1
C37:N23,360,47.545440,-122.285230,47208.9
C37:N23,361,47.546650,-122.285830,47674.5
C37:N23,362,47.549560,-122.287220,48790.0
C37:N23,363,47.553980,-122.289370,50487.5
C37:N23,364,47.555500,-122.290050,51066.8
C37:N23,365,47.555750,-122.290180,51163.5
C37:N23,366,47.556970,-122.290910,51643.6
C37:N23,367,47.560250,-122.292980,52944.6
C37:N23,368,47.565760,-122.296470,55131.4
C37:N23,369,47.565990,-122.296620,55223.1
C37:N23,370,47.566200,-122.296720,55303.6
C37:N23,371,47.566430,-122.296800,55389.8
C37:N23,372,47.566640,-122.296850,55467.4
C37:N23,373,47.566850,-122.296890,55544.6
C37:N23,374,47.567090,-122.296910,55632.3
C37:N23,375,47.568480,-122.296840,56139.6
C37:N23,376,47.570550,-122.296850,56894.7
C37:N23,377,47.573300,-122.296820,57897.8
C37:N23,378,47.574820,-122.296780,58452.3
C37:N23,379,47.574980,-122.296800,58510.9
C37:N23,380,47.575100,-122.296800,58554.7
C37:N23,381,47.575230,-122.296820,58602.3
C37:N23,382,47.575340,-122.296850,58643.1
C37:N23,383,47.575470,-122.296910,58692.8
C37:N23,384,47.575670,-122.296990,58768.4
C37:N23,385,47.575850,-122.297110,58840.4
C37:N23,386,47.576960,-122.297960,59296.4
C37:N23,387,47.577230,-122.298160,59406.6
C37:N23,388,47.577330,-122.298250,59449.3
C37:N23,389,47.577390,-122.298320,59477.2
C37:N23,390,47.577480,-122.298390,59514.3
C37:N23,391,47.577550,-122.298490,59549.8
C37:N23,392,47.577610,-122.298580,59581.0
C37:N23,393,47.577670,-122.298680,59614.0
C37:N23,394,47.577720,-122.298790,59646.7
C37:N23,395,47.577790,-122.298910,59685.8
C37:N23,396,47.577860,-122.299130,59745.8
C37:N23,397,47.577930,-122.299360,59808.1
C37:N23,398,47.577960,-122.299560,59858.6
C37:N23,399,47.578060,-122.300130,60004.0
C37:N23,400,47.578320,-122.301650,60390.9
C37:N23,401,47.578370,-122.301930,60462.4
C37:N23,402,47.578400,-122.302110,60508.2
C37:N23,403,47.578420,-122.302220,60536.3
C37:N23,404,47.578450,-122.302400,60582.0
C37:N23,405,47.578510,-122.302610,60638.3
C37:N23,406,47.578540,-122.302740,60672.2
C37:N23,407,47.578570,-122.302850,60701.5
C37:N23,408,47.578600,-122.302960,60730.7
C37:N23,409,47.578630,-122.303090,60764.6
C37:N23,410,47.578690,-122.303260,60812.0
C37:N23,411,47.578740,-122.303440,60860.0
C37:N23,412,47.578820,-122.303660,60921.6
C37:N23,413,47.579740,-122.306400,61676.6
C37:N23,414,47.579890,-122.306850,61800.4
C37:N23,415,47.579980,-122.307190,61890.5
C37:N23,416,47.580030,-122.307430,61952.5
C37:N23,417,47.580060,-122.307590,61993.5
C37:N23,418,47.580090,-122.307760,62036.8
C37:N23,419,47.580110,-122.307890,62069.7
C37:N23,420,47.580120,-122.308030,62104.5
C37:N23,421,47.580130,-122.308170,62139.2
C37:N23,422,47.580130,-122.308310,62173.8
C37:N23,423,47.580140,-122.308450,62208.5
C37:N23,424,47.580150,-122.308560,62235.9
C37:N23,425,47.580140,-122.308670,62263.3
C37:N23,426,47.580140,-122.308810,62297.8
C37:N23,427,47.580140,-122.308980,62339.8
C37:N23,428,47.580130,-122.309170,62386.8
C37:N23,429,47.580120,-122.309280,62414.2
C37:N23,430,47.580110,-122.309400,62444.1
C37:N23,431,47.580090,-122.309530,62477.0
C37:N23,432,47.580070,-122.309640,62505.1
C37:N23,433,47.580050,-122.309780,62540.4
C37:N23,434,47.580030,-122.309910,62573.3
C37:N23,435,47.580000,-122.310020,62602.6
C37:N23,436,47.579980,-122.310120,62628.3
C37:N23,437,47.579940,-122.310280,62670.4
C37:N23,438,47.579880,-122.310490,62726.7
C37:N23,439,47.579820,-122.310690,62780.7
C37:N23,440,47.579620,-122.311360,62961.4
C37:N23,441,47.579210,-122.312680,63319.9
C37:N23,442,47.579130,-122.312930,63388.2
C37:N23,443,47.579050,-122.313180,63456.4
C37:N23,444,47.578980,-122.313370,63509.8
C37:N23,445,47.578940,-122.313480,63540.6
C37:N23,446,47.578900,-122.313580,63569.3
C37:N23,447,47.578850,-122.313700,63604.1
C37:N23,448,47.578780,-122.313840,63647.0
C37:N23,449,47.578680,-122.314060,63712.5
C37:N23,450,47.578570,-122.314290,63782.0
C37:N23,451,47.577980,-122.315480,64146.1
C37:N23,452,47.577830,-122.315790,64240.2
C37:N23,453,47.577720,-122.316020,64309.7
C37:N23,454,47.577660,-122.316190,64357.0
C37:N23,455,47.577600,-122.316350,64402.2
C37:N23,456,47.577560,-122.316500,64441.9
C37:N23,457,47.577500,-122.316690,64493.7
C37:N23,458,47.577460,-122.316860,64538.1
C37:N23,459,47.577420,-122.317040,64584.9
C37:N23,460,47.577400,-122.317170,64617.8
C37:N23,461,47.577380,-122.317280,64645.9
C37:N23,462,47.577360,-122.317370,64669.3
C37:N23,463,47.577350,-122.317480,64696.7
C37:N23,464,47.577340,-122.317590,64724.1
C37:N23,465,47.577330,-122.317700,64751.5
C37:N23,466,47.577330,-122.317800,64776.2
C37:N23,467,47.577320,-122.317900,64801.1
C37:N23,468,47.577320,-122.318020,64830.7
C37:N23,469,47.577320,-122.318120,64855.4
C37:N23,470,47.577320,-122.318210,64877.6
C37:N23,471,47.577320,-122.318350,64912.2
C37:N23,472,47.577320,-122.318470,64941.8
C37:N23,473,47.577330,-122.318610,64976.5
C37:N23,474,47.577350,-122.318780,65019.1
C37:N23,475,47.577370,-122.318930,65056.9
C37:N23,476,47.577450,-122.319820,65278.5
C37:N23,477,47.577470,-122.319920,65304.2
C37:N23,478,47.577490,-122.320160,65363.9
C37:N23,479,47.577500,-122.320760,65512.0
C37:N23,480,47.577500,-122.321220,65625.6
C37:N23,481,47.577490,-122.322290,65889.7
C37:N23,482,47.577490,-122.323460,66178.5
C37:N23,483,47.577490,-122.323690,66235.2
C37:N23,484,47.577500,-122.323930,66294.6
C37:N23,485,47.577520,-122.324230,66369.0
C37:N23,486,47.577560,-122.324880,66530.1
C37:N23,487,47.577610,-122.325460,66674.4
C37:N23,488,47.577640,-122.325970,66800.8
C37:N23,489,47.577650,-122.326210,66860.1
C37:N23,490,47.577660,-122.326360,66897.3
C37:N23,491,47.577670,-122.326440,66917.4
C37:N23,492,47.577680,-122.326520,66937.5
C37:N23,493,47.577690,-122.326560,66948.0
C37:N23,494,47.577700,-122.326620,66963.3
C37:N23,495,47.577710,-122.326680,66978.5
C37:N23,496,47.577720,-122.326700,66984.6
C37:N23,497,47.577730,-122.326740,66995.2
C37:N23,498,47.577740,-122.326800,67010.4
C37:N23,499,47.577760,-122.326820,67019.2
C37:N23,500,47.577770,-122.326870,67032.1
C37:N23,501,47.577790,-122.326890,67040.9
C37:N23,502,47.577800,-122.326920,67049.2
C37:N23,503,47.577820,-122.326960,67061.4
C37:N23,504,47.577840,-122.326990,67071.8
C37:N23,505,47.577850,-122.327010,67078.0
C37:N23,506,47.577870,-122.327040,67088.4
C37:N23,507,47.577900,-122.327080,67103.1
C37:N23,508,47.577920,-122.327110,67113.5
C37:N23,509,47.577940,-122.327140,67123.9
C37:N23,510,47.577960,-122.327160,67132.7
C37:N23,511,47.577980,-122.327180,67141.5
C37:N23,512,47.578000,-122.327210,67151.9
C37:N23,513,47.578020,-122.327220,67159.6
C37:N23,514,47.578050,-122.327250,67172.8
C37:N23,515,47.578080,-122.327260,67184.0
C37:N23,516,47.578090,-122.327270,67188.4
C37:N23,517,47.578120,-122.327290,67200.4
C37:N23,518,47.578150,-122.327300,67211.7
C37:N23,519,47.578180,-122.327320,67223.7
C37:N23,520,47.578220,-122.327330,67238.5
C37:N23,521,47.578250,-122.327340,67249.7
C37:N23,522,47.578290,-122.327340,67264.3
C37:N23,523,47.578320,-122.327350,67275.5
C37:N23,524,47.578360,-122.327350,67290.1
C37:N23,525,47.578390,-122.327350,67301.0
C37:N23,526,47.578450,-122.327370,67323.5
C37:N23,527,47.578500,-122.327370,67341.7
C37:N23,528,47.578570,-122.327370,67367.2
C37:N23,529,47.580590,-122.327370,68104.1
C37:N23,530,47.587530,-122.327350,70635.5
C37:N23,531,47.587860,-122.327350,70755.9
C37:N23,532,47.588090,-122.327350,70839.8
C37:N23,533,47.588170,-122.327340,70869.1
C37:N23,534,47.588240,-122.327340,70894.6
C37:N23,535,47.588290,-122.327330,70913.0
C37:N23,536,47.588380,-122.327320,70945.9
C37:N23,537,47.588480,-122.327290,70983.2
C37:N23,538,47.588620,-122.327260,71034.8
C37:N23,539,47.588890,-122.327180,71135.2
C37:N23,540,47.589100,-122.327140,71212.4
C37:N23,541,47.589180,-122.327130,71241.7
C37:N23,542,47.589250,-122.327110,71267.7
C37:N23,543,47.589320,-122.327110,71293.3
C37:N23,544,47.589460,-122.327100,71344.4
C37:N23,545,47.589590,-122.327100,71391.8
C37:N23,546,47.590310,-122.327100,71654.4
C37:N23,547,47.592290,-122.327100,72376.7
C37:N23,548,47.592530,-122.327100,72464.2
C37:N23,549,47.592740,-122.327100,72540.8
C37:N23,550,47.592840,-122.327110,72577.4
C37:N23,551,47.592910,-122.327130,72603.4
C37:N23,552,47.593000,-122.327140,72636.3
C37:N23,553,47.593080,-122.327160,72665.9
C37:N23,554,47.593190,-122.327210,72707.9
C37:N23,555,47.593330,-122.327260,72760.4
C37:N23,556,47.595230,-122.328010,73477.8
C37:N23,557,47.595420,-122.328080,73549.2
C37:N23,558,47.595590,-122.328110,73611.6
C37:N23,559,47.595720,-122.328130,73659.3
C37:N23,560,47.595840,-122.328150,73703.4
C37:N23,561,47.595950,-122.328150,73743.5
C37:N23,562,47.596080,-122.328130,73791.2
C37:N23,563,47.596230,-122.328130,73845.9
C37:N23,564,47.596370,-122.328090,73897.9
C37:N23,565,47.596500,-122.328080,73945.4
C37:N23,566,47.596590,-122.328080,73978.2
C37:N23,567,47.597290,-122.328110,74233.6
C37:N23,568,47.597350,-122.328080,74256.7
C37:N23,569,47.597420,-122.328010,74287.6
C37:N23,570,47.597480,-122.327960,74312.7
C37:N23,571,47.597540,-122.327920,74336.7
C37:N23,572,47.598430,-122.327920,74661.3
C37:N23,573,47.598940,-122.327920,74847.4
C37:N23,574,47.599190,-122.327930,74938.6
C37:N23,575,47.599730,-122.327940,75135.6
C37:N23,576,47.599860,-122.327960,75183.3
C37:N23,577,47.599960,-122.327990,75220.5
C37:N23,578,47.600140,-122.328080,75289.8
C37:N23,579,47.600280,-122.328190,75347.6
C37:N23,580,47.600390,-122.328320,75399.0
C37:N23,581,47.600680,-122.328720,75543.7
C37:N23,582,47.600940,-122.329120,75680.5
C37:N23,583,47.601610,-122.330060,76017.4
C37:N23,584,47.601830,-122.330390,76131.7
C37:N23,585,47.601940,-122.330530,76184.7
C37:N23,586,47.602120,-122.330700,76262.6
C37:N23,587,47.602800,-122.331330,76555.3
C37:N23,588,47.603160,-122.331660,76709.8
C37:N23,589,47.603370,-122.331850,76799.6
C37:N23,590,47.603520,-122.331990,76864.3
C37:N23,591,47.604240,-122.332630,77170.8
C37:N23,592,47.604950,-122.333280,77475.4
C37:N23,593,47.605660,-122.333920,77778.7
C37:N23,594,47.606380,-122.334580,78087.7
C37:N23,595,47.607090,-122.335230,78392.3
C37:N23,596,47.607910,-122.335980,78744.0
C37:N23,597,47.608210,-122.336250,78872.1
C37:N23,598,47.608430,-122.336460,78967.6
C37:N23,599,47.610260,-122.338120,79750.7
C37:N23,600,47.610400,-122.338230,79808.5
C37:N23,601,47.610550,-122.338290,79865.2
C37:N23,602,47.610670,-122.338290,79909.0
C37:N23,603,47.610790,-122.338230,79955.2
C37:N23,604,47.610870,-122.338140,79991.9
C37:N23,605,47.610960,-122.338030,80034.5
C37:N23,606,47.611010,-122.337910,80069.2
C37:N23,607,47.611160,-122.337410,80204.1
C37:N23,608,47.611760,-122.335960,80623.5
C37:N23,609,47.611820,-122.335840,80660.3
C37:N23,610,47.612310,-122.334680,80997.6
C37:N23,611,47.612510,-122.334320,81112.6
C37:N23,612,47.613030,-122.333050,81478.8
C37:N23,613,47.613210,-122.332630,81601.4
C37:N23,614,47.613580,-122.331730,81861.2
C37:N23,615,47.613690,-122.331440,81943.2
C37:N23,616,47.613740,-122.331350,81971.9
C37:N23,617,47.613750,-122.331240,81999.3
C37:N23,618,47.613780,-122.331120,82030.9
C37:N23,619,47.613800,-122.330980,82066.2
C37:N23,620,47.613800,-122.330840,82100.7
C37:N23,621,47.613810,-122.330720,82130.5
C37:N23,622,47.613810,-122.330600,82160.1
C37:N23,623,47.613800,-122.330460,82194.8
C37:N23,624,47.613790,-122.330310,82232.0
C37:N23,625,47.613740,-122.329910,82332.3
C37:N23,626,47.613500,-122.328350,82727.0
C37:N23,627,47.613450,-122.328060,82800.8
C37:N23,628,47.613420,-122.327810,82863.4
C37:N23,629,47.613390,-122.327540,82930.9
C37:N23,630,47.613370,-122.327220,83010.2
C37:N23,631,47.613360,-122.326950,83076.9
C37:N23,632,47.613350,-122.326560,83173.1
C37:N23,633,47.613370,-122.326140,83277.0
C37:N23,634,47.613400,-122.325710,83383.6
C37:N23,635,47.613460,-122.325260,83496.7
C37:N23,636,47.613540,-122.324810,83611.5
C37:N23,637,47.613650,-122.324360,83729.5
C37:N23,638,47.613750,-122.324010,83823.2
C37:N23,639,47.613870,-122.323670,83917.8
C37:N23,640,47.613980,-122.323360,84004.2
C37:N23,641,47.614110,-122.323050,84094.1
C37:N23,642,47.614280,-122.322710,84198.4
C37:N23,643,47.614430,-122.322430,84286.6
C37:N23,644,47.614610,-122.322150,84381.8
C37:N23,645,47.614790,-122.321880,84475.4
C37:N23,646,47.614980,-122.321630,84568.1
C37:N23,647,47.615190,-122.321400,84663.4
C37:N23,648,47.615410,-122.321170,84761.7
C37:N23,649,47.615670,-122.320940,84872.2
C37:N23,650,47.615970,-122.320700,84996.6
C37:N23,651,47.616190,-122.320580,85082.2
C37:N23,652,47.616420,-122.320460,85171.1
C37:N23,653,47.616680,-122.320340,85270.5
C37:N23,654,47.616970,-122.320240,85379.1
C37:N23,655,47.617330,-122.320160,85511.9
C37:N23,656,47.617670,-122.320110,85636.5
C37:N23,657,47.618010,-122.320110,85760.5
C37:N23,658,47.618330,-122.320110,85877.3
C37:N23,659,47.619630,-122.320150,86351.6
C37:N23,660,47.619820,-122.320150,86420.9
C37:N23,661,47.620200,-122.320150,86559.5
C37:N23,662,47.620450,-122.320130,86650.8
C37:N23,663,47.620720,-122.320090,86749.8
C37:N23,664,47.621030,-122.320040,86863.5
C37:N23,665,47.621290,-122.319980,86959.5
C37:N23,666,47.621620,-122.319870,87082.9
C37:N23,667,47.621940,-122.319750,87203.3
C37:N23,668,47.622280,-122.319600,87332.8
C37:N23,669,47.622620,-122.319420,87464.5
C37:N23,670,47.622940,-122.319210,87592.2
C37:N23,671,47.623240,-122.318990,87714.3
C37:N23,672,47.623480,-122.318800,87813.6
C37:N23,673,47.625120,-122.317470,88495.8
C37:N23,674,47.628570,-122.314640,89934.8
C37:N23,675,47.633420,-122.310660,91957.9
C37:N23,676,47.635930,-122.308620,93002.5
C37:N23,677,47.636590,-122.308070,93278.8
C37:N23,678,47.637070,-122.307670,93479.8
C37:N23,679,47.637470,-122.307340,93646.8
C37:N23,680,47.637890,-122.307000,93821.4
C37:N23,681,47.638290,-122.306700,93985.0
C37:N23,682,47.638650,-122.306460,94129.1
C37:N23,683,47.638980,-122.306220,94263.2
C37:N23,684,47.639370,-122.305960,94419.2
C37:N23,685,47.639740,-122.305730,94565.6
C37:N23,686,47.640170,-122.305490,94733.2
C37:N23,687,47.640770,-122.305170,94965.9
C37:N23,688,47.641360,-122.304900,95191.2
C37:N23,689,47.641900,-122.304670,95396.1
C37:N23,690,47.642400,-122.304470,95585.1
C37:N23,691,47.642940,-122.304300,95786.4
C37:N23,692,47.643480,-122.304130,95987.8
C37:N23,693,47.643990,-122.303990,96177.0
C37:N23,694,47.644570,-122.303870,96390.6
C37:N23,695,47.645110,-122.303800,96588.4
C37:N23,696,47.645600,-122.303730,96767.9
C37:N23,697,47.646090,-122.303670,96947.3
C37:N23,698,47.646600,-122.303640,97133.5
C37:N23,699,47.647140,-122.303610,97330.6
C37:N23,700,47.647690,-122.303630,97531.3
C37:N23,701,47.650300,-122.303700,98483.5
C37:N23,702,47.650930,-122.303720,98713.3
C37:N23,703,47.651750,-122.303740,99012.5
C37:N23,704,47.652150,-122.303750,99158.4
C37:N23,705,47.652560,-122.303760,99308.0
C37:N23,706,47.652970,-122.303790,99457.7
C37:N23,707,47.653370,-122.303860,99604.6
C37:N23,708,47.653750,-122.303990,99746.9
C37:N23,709,47.654120,-122.304160,99888.2
C37:N23,710,47.654470,-122.304370,100026.0
C37:N23,711,47.654790,-122.304620,100157.9
C37:N23,712,47.655090,-122.304900,100287.3
C37:N23,713,47.655370,-122.305200,100413.4
C37:N23,714,47.655620,-122.305520,100534.0
C37:N23,715,47.655840,-122.305860,100650.0
C37:N23,716,47.656050,-122.306210,100765.4
C37:N23,717,47.656230,-122.306570,100875.7
C37:N23,718,47.656390,-122.306950,100986.1
C37:N23,719,47.656530,-122.307330,101092.7
C37:N23,720,47.656660,-122.307720,101199.9
C37:N23,721,47.656760,-122.308110,101302.7
C37:N23,722,47.656840,-122.308510,101405.5
C37:N23,723,47.656910,-122.308910,101507.4
C37:N23,724,47.656970,-122.309310,101608.3
C37:N23,725,47.657030,-122.309710,101709.3
C37:N23,726,47.657090,-122.310120,101812.7
C37:N23,727,47.657150,-122.310520,101913.7
C37:N23,728,47.657210,-122.310920,102014.7
C37:N23,729,47.657270,-122.311330,102118.0
C37:N23,730,47.657340,-122.311730,102219.9
C37:N23,731,47.657430,-122.312120,102321.4
C37:N23,732,47.657570,-122.312500,102428.1
C37:N23,733,47.657750,-122.312870,102540.5
C37:N23,734,47.657970,-122.313210,102656.5
C37:N23,735,47.658230,-122.313520,102778.3
C37:N23,736,47.658550,-122.313780,102911.4
C37:N23,737,47.658910,-122.313960,103050.0
C37:N23,738,47.659300,-122.314060,103194.4
C37:N23,739,47.659710,-122.314070,103344.0
C37:N23,740,47.660120,-122.314060,103493.6
C37:N23,741,47.660520,-122.314040,103639.5
C37:N23,742,47.660930,-122.314030,103789.1
C37:N23,743,47.661340,-122.314020,103938.7
C37:N23,744,47.661750,-122.314010,104088.3
C37:N23,745,47.662150,-122.314010,104234.2
C37:N23,746,47.662560,-122.314010,104383.7
C37:N23,747,47.662970,-122.314020,104533.3
C37:N23,748,47.663370,-122.314040,104679.3
C37:N23,749,47.663780,-122.314060,104828.9
C37:N23,750,47.664190,-122.314100,104978.8
C37:N23,751,47.664590,-122.314140,105125.0
C37:N23,752,47.665000,-122.314180,105274.9
C37:N23,753,47.665400,-122.314240,105421.6
C37:N23,754,47.665800,-122.314300,105568.2
C37:N23,755,47.666200,-122.314360,105714.9
C37:N23,756,47.666600,-122.314430,105861.8
C37:N23,757,47.667010,-122.314500,106012.4
C37:N23,758,47.667410,-122.314570,106159.3
C37:N23,759,47.667810,-122.314640,106306.2
C37:N23,760,47.668210,-122.314700,106452.9
C37:N23,761,47.668610,-122.314770,106599.8
C37:N23,762,47.669010,-122.314840,106746.7
C37:N23,763,47.669410,-122.314910,106893.6
C37:N23,764,47.669820,-122.314970,107043.9
C37:N23,765,47.670220,-122.315040,107190.8
C37:N23,766,47.670620,-122.315110,107337.7
C37:N23,767,47.671020,-122.315180,107484.7
C37:N23,768,47.671420,-122.315240,107631.3
C37:N23,769,47.671820,-122.315310,107778.2
C37:N23,770,47.672220,-122.315380,107925.2
C37:N23,771,47.672630,-122.315450,108075.7
C37:N23,772,47.673030,-122.315520,108222.6
C37:N23,773,47.673430,-122.315580,108369.3
C37:N23,774,47.673830,-122.315650,108516.2
C37:N23,775,47.674230,-122.315720,108663.1
C37:N23,776,47.674630,-122.315790,108810.1
C37:N23,777,47.675150,-122.315850,109000.3
C37:N23,778,47.675440,-122.315870,109106.2
C37:N23,779,47.675850,-122.315880,109255.8
C37:N23,780,47.676260,-122.315880,109405.3
C37:N23,781,47.676660,-122.315890,109551.3
C37:N23,782,47.677070,-122.315890,109700.8
C37:N23,783,47.677480,-122.315900,109850.4
C37:N23,784,47.677880,-122.315930,109996.5
C37:N23,785,47.678280,-122.316010,110143.7
C37:N23,786,47.678670,-122.316130,110289.0
C37:N23,787,47.679050,-122.316290,110433.1
C37:N23,788,47.679400,-122.316480,110569.1
C37:N23,789,47.679740,-122.316710,110705.4
C37:N23,790,47.680060,-122.316960,110837.4
C37:N23,791,47.680360,-122.317240,110966.8
C37:N23,792,47.680630,-122.317540,111089.9
C37:N23,793,47.680900,-122.317850,111214.5
C37:N23,794,47.681160,-122.318160,111336.3
C37:N23,795,47.681420,-122.318480,111459.6
C37:N23,796,47.681680,-122.318790,111581.4
C37:N23,797,47.681940,-122.319100,111703.1
C37:N23,798,47.682200,-122.319420,111826.4
C37:N23,799,47.682460,-122.319730,111948.2
C37:N23,800,47.682720,-122.320040,112070.0
C37:N23,801,47.682980,-122.320360,112193.3
C37:N23,802,47.683240,-122.320670,112315.0
C37:N23,803,47.683500,-122.320980,112436.8
C37:N23,804,47.683760,-122.321300,112560.1
C37:N23,805,47.684020,-122.321610,112681.9
C37:N23,806,47.684280,-122.321930,112805.2
C37:N23,807,47.684540,-122.322240,112927.0
C37:N23,808,47.684800,-122.322550,113048.7
C37:N23,809,47.685060,-122.322870,113172.0
C37:N23,810,47.685310,-122.323180,113291.0
C37:N23,811,47.685570,-122.323490,113412.7
C37:N23,812,47.685830,-122.323810,113536.0
C37:N23,813,47.686090,-122.324120,113657.8
C37:N23,814,47.686350,-122.324430,113779.6
C37:N23,815,47.686610,-122.324750,113902.9
C37:N23,816,47.686870,-122.325060,114024.6
C37:N23,817,47.687130,-122.325370,114146.4
C37:N23,818,47.687390,-122.325690,114269.7
C37:N23,819,47.687650,-122.326000,114391.4
C37:N23,820,47.687910,-122.326300,114511.7
C37:N23,821,47.688190,-122.326600,114637.7
C37:N23,822,47.688480,-122.326890,114765.4
C37:N23,823,47.688780,-122.327150,114892.2
C37:N23,824,47.689110,-122.327400,115027.4
