trip_id,stop_id,arrival_time,departure_time,stop_sequence,stop_headsign,departure_buffer
145707012416,14,13:00:00,13:00:00,1,Clinton,0
145707012416,5,13:20:00,13:20:00,2,Clinton,0
145707012417,14,13:30:00,13:30:00,1,Clinton,0
145707012417,5,13:50:00,13:50:00,2,Clinton,0
145707012418,14,14:05:00,14:05:00,1,Clinton,0
145707012418,5,14:25:00,14:25:00,2,Clinton,0
145707012419,14,14:35:00,14:35:00,1,Clinton,0
145707012419,5,14:55:00,14:55:00,2,Clinton,0
14570701242,14,06:00:00,06:00:00,1,Clinton,0
14570701242,5,06:20:00,06:20:00,2,Clinton,0
145707012420,14,15:05:00,15:05:00,1,Clinton,0
145707012420,5,15:25:00,15:25:00,2,Clinton,0
145707012421,14,15:35:00,15:35:00,1,Clinton,0
145707012421,5,15:55:00,15:55:00,2,Clinton,0
145707012422,14,16:05:00,16:05:00,1,Clinton,0
145707012422,5,16:25:00,16:25:00,2,Clinton,0
145707012423,14,16:40:00,16:40:00,1,Clinton,0
145707012423,5,17:00:00,17:00:00,2,Clinton,0
145707012424,14,17:10:00,17:10:00,1,Clinton,0
145707012424,5,17:30:00,17:30:00,2,Clinton,0
145707012425,14,17:40:00,17:40:00,1,Clinton,0
145707012425,5,18:00:00,18:00:00,2,Clinton,0
145707012426,14,18:10:00,18:10:00,1,Clinton,0
145707012426,5,18:30:00,18:30:00,2,Clinton,0
145707012427,14,18:40:00,18:40:00,1,Clinton,0
145707012427,5,19:00:00,19:00:00,2,Clinton,0
145707012428,14,19:05:00,19:05:00,1,Clinton,0
145707012428,5,19:25:00,19:25:00,2,Clinton,0
145707012429,14,19:35:00,19:35:00,1,Clinton,0
145707012429,5,19:55:00,19:55:00,2,Clinton,0
14570701243,14,06:30:00,06:30:00,1,Clinton,0
14570701243,5,06:50:00,06:50:00,2,Clinton,0
145707012430,14,20:05:00,20:05:00,1,Clinton,0
145707012430,5,20:25:00,20:25:00,2,Clinton,0
145707012431,14,20:35:00,20:35:00,1,Clinton,0
145707012431,5,20:55:00,20:55:00,2,Clinton,0
145707012432,14,21:00:00,21:00:00,1,Clinton,0
145707012432,5,21:20:00,21:20:00,2,Clinton,0
145707012433,14,22:00:00,22:00:00,1,Clinton,0
145707012433,5,22:20:00,22:20:00,2,Clinton,0
145707012434,14,23:00:00,23:00:00,1,Clinton,0
145707012434,5,23:20:00,23:20:00,2,Clinton,0
145707012435,14,24:00:00,24:00:00,1,Clinton,0
145707012435,5,24:20:00,24:20:00,2,Clinton,0
145707012436,14,25:05:00,25:05:00,1,Clinton,0
145707012436,5,25:25:00,25:25:00,2,Clinton,0
14570701244,14,07:00:00,07:00:00,1,Clinton,0
14570701244,5,07:20:00,07:20:00,2,Clinton,0
14570701245,14,07:30:00,07:30:00,1,Clinton,0
14570701245,5,07:50:00,07:50:00,2,Clinton,0
14570701246,14,08:00:00,08:00:00,1,Clinton,0
14570701246,5,08:20:00,08:20:00,2,Clinton,0
14570701247,14,08:30:00,08:30:00,1,Clinton,0
14570701247,5,08:50:00,08:50:00,2,Clinton,0
14570701248,14,09:00:00,09:00:00,1,Clinton,0
14570701248,5,09:20:00,09:20:00,2,Clinton,0
14570701249,14,09:30:00,09:30:00,1,Clinton,0
14570701249,5,09:50:00,09:50:00,2,Clinton,0
14570702240,14,05:05:00,05:05:00,1,Clinton,0
14570702240,5,05:25:00,05:25:00,2,Clinton,0
14570702241,14,05:35:00,05:35:00,1,Clinton,0
14570702241,5,05:55:00,05:55:00,2,Clinton,0
145707022410,14,10:00:00,10:00:00,1,Clinton,0
145707022410,5,10:20:00,10:20:00,2,Clinton,0
145707022411,14,10:30:00,10:30:00,1,Clinton,0
145707022411,5,10:50:00,10:50:00,2,Clinton,0
145707022412,14,11:00:00,11:00:00,1,Clinton,0
145707022412,5,11:20:00,11:20:00,2,Clinton,0
145707022413,14,11:30:00,11:30:00,1,Clinton,0
145707022413,5,11:50:00,11:50:00,2,Clinton,0
145707022414,14,12:00:00,12:00:00,1,Clinton,0
145707022414,5,12:20:00,12:20:00,2,Clinton,0
145707022415,14,12:30:00,12:30:00,1,Clinton,0
145707022415,5,12:50:00,12:50:00,2,Clinton,0
145707022416,14,13:00:00,13:00:00,1,Clinton,0
145707022416,5,13:20:00,13:20:00,2,Clinton,0
145707022417,14,13:30:00,13:30:00,1,Clinton,0
145707022417,5,13:50:00,13:50:00,2,Clinton,0
145707022418,14,14:05:00,14:05:00,1,Clinton,0
145707022418,5,14:25:00,14:25:00,2,Clinton,0
145707022419,14,14:35:00,14:35:00,1,Clinton,0
145707022419,5,14:55:00,14:55:00,2,Clinton,0
14570702242,14,06:00:00,06:00:00,1,Clinton,0
14570702242,5,06:20:00,06:20:00,2,Clinton,0
145707022420,14,15:05:00,15:05:00,1,Clinton,0
145707022420,5,15:25:00,15:25:00,2,Clinton,0
145707022421,14,15:35:00,15:35:00,1,Clinton,0
145707022421,5,15:55:00,15:55:00,2,Clinton,0
145707022422,14,16:05:00,16:05:00,1,Clinton,0
145707022422,5,16:25:00,16:25:00,2,Clinton,0
145707022423,14,16:40:00,16:40:00,1,Clinton,0
145707022423,5,17:00:00,17:00:00,2,Clinton,0
145707022424,14,17:10:00,17:10:00,1,Clinton,0
145707022424,5,17:30:00,17:30:00,2,Clinton,0
145707022425,14,17:40:00,17:40:00,1,Clinton,0
145707022425,5,18:00:00,18:00:00,2,Clinton,0
145707022426,14,18:10:00,18:10:00,1,Clinton,0
145707022426,5,18:30:00,18:30:00,2,Clinton,0
145707022427,14,18:40:00,18:40:00,1,Clinton,0
145707022427,5,19:00:00,19:00:00,2,Clinton,0
145707022428,14,19:05:00,19:05:00,1,Clinton,0
145707022428,5,19:25:00,19:25:00,2,Clinton,0
145707022429,14,19:35:00,19:35:00,1,Clinton,0
145707022429,5,19:55:00,19:55:00,2,Clinton,0
14570702243,14,06:30:00,06:30:00,1,Clinton,0
14570702243,5,06:50:00,06:50:00,2,Clinton,0
145707022430,14,20:05:00,20:05:00,1,Clinton,0
145707022430,5,20:25:00,20:25:00,2,Clinton,0
145707022431,14,20:35:00,20:35:00,1,Clinton,0
145707022431,5,20:55:00,20:55:00,2,Clinton,0
145707022432,14,21:00:00,21:00:00,1,Clinton,0
145707022432,5,21:20:00,21:20:00,2,Clinton,0
145707022433,14,22:00:00,22:00:00,1,Clinton,0
145707022433,5,22:20:00,22:20:00,2,Clinton,0
145707022434,14,23:00:00,23:00:00,1,Clinton,0
145707022434,5,23:20:00,23:20:00,2,Clinton,0
145707022435,14,24:00:00,24:00:00,1,Clinton,0
145707022435,5,24:20:00,24:20:00,2,Clinton,0
145707022436,14,25:05:00,25:05:00,1,Clinton,0
145707022436,5,25:25:00,25:25:00,2,Clinton,0
14570702244,14,07:00:00,07:00:00,1,Clinton,0
14570702244,5,07:20:00,07:20:00,2,Clinton,0
14570702245,14,07:30:00,07:30:00,1,Clinton,0
14570702245,5,07:50:00,07:50:00,2,Clinton,0
14570702246,14,08:00:00,08:00:00,1,Clinton,0
14570702246,5,08:20:00,08:20:00,2,Clinton,0
14570702247,14,08:30:00,08:30:00,1,Clinton,0
14570702247,5,08:50:00,08:50:00,2,Clinton,0
14570702248,14,09:00:00,09:00:00,1,Clinton,0
14570702248,5,09:20:00,09:20:00,2,Clinton,0
14570702249,14,09:30:00,09:30:00,1,Clinton,0
14570702249,5,09:50:00,09:50:00,2,Clinton,0
14570703240,14,05:05:00,05:05:00,1,Clinton,0
14570703240,5,05:25:00,05:25:00,2,Clinton,0
14570703241,14,05:35:00,05:35:00,1,Clinton,0
14570703241,5,05:55:00,05:55:00,2,Clinton,0
145707032410,14,10:00:00,10:00:00,1,Clinton,0
145707032410,5,10:20:00,10:20:00,2,Clinton,0
145707032411,14,10:30:00,10:30:00,1,Clinton,0
145707032411,5,10:50:00,10:50:00,2,Clinton,0
145707032412,14,11:00:00,11:00:00,1,Clinton,0
145707032412,5,11:20:00,11:20:00,2,Clinton,0
145707032413,14,11:30:00,11:30:00,1,Clinton,0
145707032413,5,11:50:00,11:50:00,2,Clinton,0
145707032414,14,12:00:00,12:00:00,1,Clinton,0
145707032414,5,12:20:00,12:20:00,2,Clinton,0
145707032415,14,12:30:00,12:30:00,1,Clinton,0
145707032415,5,12:50:00,12:50:00,2,Clinton,0
145707032416,14,13:00:00,13:00:00,1,Clinton,0
145707032416,5,13:20:00,13:20:00,2,Clinton,0
145707032417,14,13:30:00,13:30:00,1,Clinton,0
145707032417,5,13:50:00,13:50:00,2,Clinton,0
145707032418,14,14:05:00,14:05:00,1,Clinton,0
145707032418,5,14:25:00,14:25:00,2,Clinton,0
145707032419,14,14:35:00,14:35:00,1,Clinton,0
145707032419,5,14:55:00,14:55:00,2,Clinton,0
14570703242,14,06:00:00,06:00:00,1,Clinton,0
14570703242,5,06:20:00,06:20:00,2,Clinton,0
145707032420,14,15:05:00,15:05:00,1,Clinton,0
145707032420,5,15:25:00,15:25:00,2,Clinton,0
145707032421,14,15:35:00,15:35:00,1,Clinton,0
145707032421,5,15:55:00,15:55:00,2,Clinton,0
145707032422,14,16:05:00,16:05:00,1,Clinton,0
145707032422,5,16:25:00,16:25:00,2,Clinton,0
145707032423,14,16:40:00,16:40:00,1,Clinton,0
145707032423,5,17:00:00,17:00:00,2,Clinton,0
145707032424,14,17:10:00,17:10:00,1,Clinton,0
145707032424,5,17:30:00,17:30:00,2,Clinton,0
145707032425,14,17:40:00,17:40:00,1,Clinton,0
145707032425,5,18:00:00,18:00:00,2,Clinton,0
145707032426,14,18:10:00,18:10:00,1,Clinton,0
145707032426,5,18:30:00,18:30:00,2,Clinton,0
145707032427,14,18:40:00,18:40:00,1,Clinton,0
145707032427,5,19:00:00,19:00:00,2,Clinton,0
145707032428,14,19:05:00,19:05:00,1,Clinton,0
145707032428,5,19:25:00,19:25:00,2,Clinton,0
145707032429,14,19:35:00,19:35:00,1,Clinton,0
145707032429,5,19:55:00,19:55:00,2,Clinton,0
14570703243,14,06:30:00,06:30:00,1,Clinton,0
14570703243,5,06:50:00,06:50:00,2,Clinton,0
145707032430,14,20:05:00,20:05:00,1,Clinton,0
145707032430,5,20:25:00,20:25:00,2,Clinton,0
145707032431,14,20:35:00,20:35:00,1,Clinton,0
145707032431,5,20:55:00,20:55:00,2,Clinton,0
145707032432,14,21:00:00,21:00:00,1,Clinton,0
145707032432,5,21:20:00,21:20:00,2,Clinton,0
145707032433,14,22:00:00,22:00:00,1,Clinton,0
145707032433,5,22:20:00,22:20:00,2,Clinton,0
145707032434,14,23:00:00,23:00:00,1,Clinton,0
145707032434,5,23:20:00,23:20:00,2,Clinton,0
145707032435,14,24:00:00,24:00:00,1,Clinton,0
145707032435,5,24:20:00,24:20:00,2,Clinton,0
145707032436,14,25:05:00,25:05:00,1,Clinton,0
145707032436,5,25:25:00,25:25:00,2,Clinton,0
14570703244,14,07:00:00,07:00:00,1,Clinton,0
14570703244,5,07:20:00,07:20:00,2,Clinton,0
14570703245,14,07:30:00,07:30:00,1,Clinton,0
14570703245,5,07:50:00,07:50:00,2,Clinton,0
14570703246,14,08:00:00,08:00:00,1,Clinton,0
14570703246,5,08:20:00,08:20:00,2,Clinton,0
14570703247,14,08:30:00,08:30:00,1,Clinton,0
14570703247,5,08:50:00,08:50:00,2,Clinton,0
14570703248,14,09:00:00,09:00:00,1,Clinton,0
14570703248,5,09:20:00,09:20:00,2,Clinton,0
14570703249,14,09:30:00,09:30:00,1,Clinton,0
14570703249,5,09:50:00,09:50:00,2,Clinton,0
14570704240,14,05:05:00,05:05:00,1,Clinton,0
14570704240,5,05:25:00,05:25:00,2,Clinton,0
14570704241,14,05:35:00,05:35:00,1,Clinton,0
14570704241,5,05:55:00,05:55:00,2,Clinton,0
145707042410,14,10:00:00,10:00:00,1,Clinton,0
145707042410,5,10:20:00,10:20:00,2,Clinton,0
145707042411,14,10:30:00,10:30:00,1,Clinton,0
145707042411,5,10:50:00,10:50:00,2,Clinton,0
145707042412,14,11:00:00,11:00:00,1,Clinton,0
145707042412,5,11:20:00,11:20:00,2,Clinton,0
145707042413,14,11:30:00,11:30:00,1,Clinton,0
145707042413,5,11:50:00,11:50:00,2,Clinton,0
145707042414,14,12:00:00,12:00:00,1,Clinton,0
145707042414,5,12:20:00,12:20:00,2,Clinton,0
145707042415,14,12:30:00,12:30:00,1,Clinton,0
145707042415,5,12:50:00,12:50:00,2,Clinton,0
145707042416,14,13:00:00,13:00:00,1,Clinton,0
145707042416,5,13:20:00,13:20:00,2,Clinton,0
145707042417,14,13:30:00,13:30:00,1,Clinton,0
145707042417,5,13:50:00,13:50:00,2,Clinton,0
145707042418,14,14:05:00,14:05:00,1,Clinton,0
145707042418,5,14:25:00,14:25:00,2,Clinton,0
145707042419,14,14:35:00,14:35:00,1,Clinton,0
145707042419,5,14:55:00,14:55:00,2,Clinton,0
14570704242,14,06:00:00,06:00:00,1,Clinton,0
14570704242,5,06:20:00,06:20:00,2,Clinton,0
145707042420,14,15:05:00,15:05:00,1,Clinton,0
145707042420,5,15:25:00,15:25:00,2,Clinton,0
145707042421,14,15:35:00,15:35:00,1,Clinton,0
145707042421,5,15:55:00,15:55:00,2,Clinton,0
145707042422,14,16:05:00,16:05:00,1,Clinton,0
145707042422,5,16:25:00,16:25:00,2,Clinton,0
145707042423,14,16:40:00,16:40:00,1,Clinton,0
145707042423,5,17:00:00,17:00:00,2,Clinton,0
145707042424,14,17:10:00,17:10:00,1,Clinton,0
145707042424,5,17:30:00,17:30:00,2,Clinton,0
145707042425,14,17:40:00,17:40:00,1,Clinton,0
145707042425,5,18:00:00,18:00:00,2,Clinton,0
145707042426,14,18:10:00,18:10:00,1,Clinton,0
145707042426,5,18:30:00,18:30:00,2,Clinton,0
145707042427,14,18:40:00,18:40:00,1,Clinton,0
145707042427,5,19:00:00,19:00:00,2,Clinton,0
145707042428,14,19:05:00,19:05:00,1,Clinton,0
145707042428,5,19:25:00,19:25:00,2,Clinton,0
145707042429,14,19:35:00,19:35:00,1,Clinton,0
145707042429,5,19:55:00,19:55:00,2,Clinton,0
14570704243,14,06:30:00,06:30:00,1,Clinton,0
14570704243,5,06:50:00,06:50:00,2,Clinton,0
145707042430,14,20:05:00,20:05:00,1,Clinton,0
145707042430,5,20:25:00,20:25:00,2,Clinton,0
145707042431,14,20:35:00,20:35:00,1,Clinton,0
145707042431,5,20:55:00,20:55:00,2,Clinton,0
145707042432,14,21:00:00,21:00:00,1,Clinton,0
145707042432,5,21:20:00,21:20:00,2,Clinton,0
145707042433,14,21:30:00,21:30:00,1,Clinton,0
145707042433,5,21:50:00,21:50:00,2,Clinton,0
145707042434,14,22:00:00,22:00:00,1,Clinton,0
145707042434,5,22:20:00,22:20:00,2,Clinton,0
145707042435,14,23:00:00,23:00:00,1,Clinton,0
145707042435,5,23:20:00,23:20:00,2,Clinton,0
145707042436,14,24:00:00,24:00:00,1,Clinton,0
145707042436,5,24:20:00,24:20:00,2,Clinton,0
145707042437,14,25:05:00,25:05:00,1,Clinton,0
145707042437,5,25:25:00,25:25:00,2,Clinton,0
14570704244,14,07:00:00,07:00:00,1,Clinton,0
14570704244,5,07:20:00,07:20:00,2,Clinton,0
14570704245,14,07:30:00,07:30:00,1,Clinton,0
14570704245,5,07:50:00,07:50:00,2,Clinton,0
14570704246,14,08:00:00,08:00:00,1,Clinton,0
14570704246,5,08:20:00,08:20:00,2,Clinton,0
14570704247,14,08:30:00,08:30:00,1,Clinton,0
14570704247,5,08:50:00,08:50:00,2,Clinton,0
14570704248,14,09:00:00,09:00:00,1,Clinton,0
14570704248,5,09:20:00,09:20:00,2,Clinton,0
14570704249,14,09:30:00,09:30:00,1,Clinton,0
14570704249,5,09:50:00,09:50:00,2,Clinton,0
14570705240,14,05:05:00,05:05:00,1,Clinton,0
14570705240,5,05:25:00,05:25:00,2,Clinton,0
14570705241,14,05:35:00,05:35:00,1,Clinton,0
14570705241,5,05:55:00,05:55:00,2,Clinton,0
145707052410,14,10:00:00,10:00:00,1,Clinton,0
145707052410,5,10:20:00,10:20:00,2,Clinton,0
145707052411,14,10:30:00,10:30:00,1,Clinton,0
145707052411,5,10:50:00,10:50:00,2,Clinton,0
145707052412,14,11:00:00,11:00:00,1,Clinton,0
145707052412,5,11:20:00,11:20:00,2,Clinton,0
145707052413,14,11:30:00,11:30:00,1,Clinton,0
145707052413,5,11:50:00,11:50:00,2,Clinton,0
145707052414,14,12:00:00,12:00:00,1,Clinton,0
145707052414,5,12:20:00,12:20:00,2,Clinton,0
145707052415,14,12:30:00,12:30:00,1,Clinton,0
145707052415,5,12:50:00,12:50:00,2,Clinton,0
145707052416,14,13:00:00,13:00:00,1,Clinton,0
145707052416,5,13:20:00,13:20:00,2,Clinton,0
145707052417,14,13:30:00,13:30:00,1,Clinton,0
145707052417,5,13:50:00,13:50:00,2,Clinton,0
145707052418,14,14:05:00,14:05:00,1,Clinton,0
145707052418,5,14:25:00,14:25:00,2,Clinton,0
145707052419,14,14:35:00,14:35:00,1,Clinton,0
145707052419,5,14:55:00,14:55:00,2,Clinton,0
14570705242,14,06:00:00,06:00:00,1,Clinton,0
14570705242,5,06:20:00,06:20:00,2,Clinton,0
145707052420,14,15:05:00,15:05:00,1,Clinton,0
145707052420,5,15:25:00,15:25:00,2,Clinton,0
145707052421,14,15:35:00,15:35:00,1,Clinton,0
145707052421,5,15:55:00,15:55:00,2,Clinton,0
145707052422,14,16:05:00,16:05:00,1,Clinton,0
145707052422,5,16:25:00,16:25:00,2,Clinton,0
145707052423,14,16:40:00,16:40:00,1,Clinton,0
145707052423,5,17:00:00,17:00:00,2,Clinton,0
145707052424,14,17:10:00,17:10:00,1,Clinton,0
145707052424,5,17:30:00,17:30:00,2,Clinton,0
145707052425,14,17:40:00,17:40:00,1,Clinton,0
145707052425,5,18:00:00,18:00:00,2,Clinton,0
145707052426,14,18:10:00,18:10:00,1,Clinton,0
145707052426,5,18:30:00,18:30:00,2,Clinton,0
145707052427,14,18:40:00,18:40:00,1,Clinton,0
145707052427,5,19:00:00,19:00:00,2,Clinton,0
145707052428,14,19:05:00,19:05:00,1,Clinton,0
145707052428,5,19:25:00,19:25:00,2,Clinton,0
145707052429,14,19:35:00,19:35:00,1,Clinton,0
145707052429,5,19:55:00,19:55:00,2,Clinton,0
14570705243,14,06:30:00,06:30:00,1,Clinton,0
14570705243,5,06:50:00,06:50:00,2,Clinton,0
145707052430,14,20:05:00,20:05:00,1,Clinton,0
145707052430,5,20:25:00,20:25:00,2,Clinton,0
145707052431,14,20:35:00,20:35:00,1,Clinton,0
145707052431,5,20:55:00,20:55:00,2,Clinton,0
145707052432,14,21:00:00,21:00:00,1,Clinton,0
145707052432,5,21:20:00,21:20:00,2,Clinton,0
145707052433,14,21:30:00,21:30:00,1,Clinton,0
145707052433,5,21:50:00,21:50:00,2,Clinton,0
145707052434,14,22:00:00,22:00:00,1,Clinton,0
145707052434,5,22:20:00,22:20:00,2,Clinton,0
145707052435,14,22:30:00,22:30:00,1,Clinton,0
145707052435,5,22:50:00,22:50:00,2,Clinton,0
145707052436,14,23:00:00,23:00:00,1,Clinton,0
145707052436,5,23:20:00,23:20:00,2,Clinton,0
145707052437,14,23:30:00,23:30:00,1,Clinton,0
145707052437,5,23:50:00,23:50:00,2,Clinton,0
145707052438,14,24:00:00,24:00:00,1,Clinton,0
145707052438,5,24:20:00,24:20:00,2,Clinton,0
145707052439,14,25:05:00,25:05:00,1,Clinton,0
145707052439,5,25:25:00,25:25:00,2,Clinton,0
14570705244,14,07:00:00,07:00:00,1,Clinton,0
14570705244,5,07:20:00,07:20:00,2,Clinton,0
14570705245,14,07:30:00,07:30:00,1,Clinton,0
14570705245,5,07:50:00,07:50:00,2,Clinton,0
14570705246,14,08:00:00,08:00:00,1,Clinton,0
14570705246,5,08:20:00,08:20:00,2,Clinton,0
14570705247,14,08:30:00,08:30:00,1,Clinton,0
14570705247,5,08:50:00,08:50:00,2,Clinton,0
14570705248,14,09:00:00,09:00:00,1,Clinton,0
14570705248,5,09:20:00,09:20:00,2,Clinton,0
14570705249,14,09:30:00,09:30:00,1,Clinton,0
14570705249,5,09:50:00,09:50:00,2,Clinton,0
14570706240,14,06:00:00,06:00:00,1,Clinton,0
14570706240,5,06:20:00,06:20:00,2,Clinton,0
14570706241,14,06:30:00,06:30:00,1,Clinton,0
14570706241,5,06:50:00,06:50:00,2,Clinton,0
145707062410,14,11:00:00,11:00:00,1,Clinton,0
145707062410,5,11:20:00,11:20:00,2,Clinton,0
145707062411,14,11:30:00,11:30:00,1,Clinton,0
145707062411,5,11:50:00,11:50:00,2,Clinton,0
145707062412,14,12:00:00,12:00:00,1,Clinton,0
145707062412,5,12:20:00,12:20:00,2,Clinton,0
145707062413,14,12:30:00,12:30:00,1,Clinton,0
145707062413,5,12:50:00,12:50:00,2,Clinton,0
145707062414,14,13:00:00,13:00:00,1,Clinton,0
145707062414,5,13:20:00,13:20:00,2,Clinton,0
145707062415,14,13:30:00,13:30:00,1,Clinton,0
145707062415,5,13:50:00,13:50:00,2,Clinton,0
145707062416,14,14:05:00,14:05:00,1,Clinton,0
145707062416,5,14:25:00,14:25:00,2,Clinton,0
145707062417,14,14:35:00,14:35:00,1,Clinton,0
145707062417,5,14:55:00,14:55:00,2,Clinton,0
145707062418,14,15:05:00,15:05:00,1,Clinton,0
145707062418,5,15:25:00,15:25:00,2,Clinton,0
145707062419,14,15:35:00,15:35:00,1,Clinton,0
145707062419,5,15:55:00,15:55:00,2,Clinton,0
14570706242,14,07:00:00,07:00:00,1,Clinton,0
14570706242,5,07:20:00,07:20:00,2,Clinton,0
145707062420,14,16:05:00,16:05:00,1,Clinton,0
145707062420,5,16:25:00,16:25:00,2,Clinton,0
145707062421,14,16:40:00,16:40:00,1,Clinton,0
145707062421,5,17:00:00,17:00:00,2,Clinton,0
145707062422,14,17:10:00,17:10:00,1,Clinton,0
145707062422,5,17:30:00,17:30:00,2,Clinton,0
145707062423,14,17:40:00,17:40:00,1,Clinton,0
145707062423,5,18:00:00,18:00:00,2,Clinton,0
145707062424,14,18:10:00,18:10:00,1,Clinton,0
145707062424,5,18:30:00,18:30:00,2,Clinton,0
145707062425,14,18:40:00,18:40:00,1,Clinton,0
145707062425,5,19:00:00,19:00:00,2,Clinton,0
145707062426,14,19:05:00,19:05:00,1,Clinton,0
145707062426,5,19:25:00,19:25:00,2,Clinton,0
145707062427,14,19:35:00,19:35:00,1,Clinton,0
145707062427,5,19:55:00,19:55:00,2,Clinton,0
145707062428,14,20:05:00,20:05:00,1,Clinton,0
145707062428,5,20:25:00,20:25:00,2,Clinton,0
145707062429,14,20:35:00,20:35:00,1,Clinton,0
145707062429,5,20:55:00,20:55:00,2,Clinton,0
14570706243,14,07:30:00,07:30:00,1,Clinton,0
14570706243,5,07:50:00,07:50:00,2,Clinton,0
145707062430,14,21:00:00,21:00:00,1,Clinton,0
145707062430,5,21:20:00,21:20:00,2,Clinton,0
145707062431,14,21:30:00,21:30:00,1,Clinton,0
145707062431,5,21:50:00,21:50:00,2,Clinton,0
145707062432,14,22:00:00,22:00:00,1,Clinton,0
145707062432,5,22:20:00,22:20:00,2,Clinton,0
145707062433,14,22:30:00,22:30:00,1,Clinton,0
145707062433,5,22:50:00,22:50:00,2,Clinton,0
145707062434,14,23:00:00,23:00:00,1,Clinton,0
145707062434,5,23:20:00,23:20:00,2,Clinton,0
145707062435,14,23:30:00,23:30:00,1,Clinton,0
145707062435,5,23:50:00,23:50:00,2,Clinton,0
145707062436,14,24:00:00,24:00:00,1,Clinton,0
145707062436,5,24:20:00,24:20:00,2,Clinton,0
145707062437,14,25:05:00,25:05:00,1,Clinton,0
145707062437,5,25:25:00,25:25:00,2,Clinton,0
14570706244,14,08:00:00,08:00:00,1,Clinton,0
14570706244,5,08:20:00,08:20:00,2,Clinton,0
14570706245,14,08:30:00,08:30:00,1,Clinton,0
14570706245,5,08:50:00,08:50:00,2,Clinton,0
14570706246,14,09:00:00,09:00:00,1,Clinton,0
14570706246,5,09:20:00,09:20:00,2,Clinton,0
14570706247,14,09:30:00,09:30:00,1,Clinton,0
14570706247,5,09:50:00,09:50:00,2,Clinton,0
14570706248,14,10:00:00,10:00:00,1,Clinton,0
14570706248,5,10:20:00,10:20:00,2,Clinton,0
14570706249,14,10:30:00,10:30:00,1,Clinton,0
14570706249,5,10:50:00,10:50:00,2,Clinton,0
14570707240,14,06:00:00,06:00:00,1,Clinton,0
14570707240,5,06:20:00,06:20:00,2,Clinton,0
14570707241,14,07:00:00,07:00:00,1,Clinton,0
14570707241,5,07:20:00,07:20:00,2,Clinton,0
145707072410,14,12:00:00,12:00:00,1,Clinton,0
145707072410,5,12:20:00,12:20:00,2,Clinton,0
145707072411,14,12:30:00,12:30:00,1,Clinton,0
145707072411,5,12:50:00,12:50:00,2,Clinton,0
145707072412,14,13:00:00,13:00:00,1,Clinton,0
145707072412,5,13:20:00,13:20:00,2,Clinton,0
145707072413,14,13:30:00,13:30:00,1,Clinton,0
145707072413,5,13:50:00,13:50:00,2,Clinton,0
145707072414,14,14:05:00,14:05:00,1,Clinton,0
145707072414,5,14:25:00,14:25:00,2,Clinton,0
145707072415,14,14:35:00,14:35:00,1,Clinton,0
145707072415,5,14:55:00,14:55:00,2,Clinton,0
145707072416,14,15:05:00,15:05:00,1,Clinton,0
145707072416,5,15:25:00,15:25:00,2,Clinton,0
145707072417,14,15:35:00,15:35:00,1,Clinton,0
145707072417,5,15:55:00,15:55:00,2,Clinton,0
145707072418,14,16:05:00,16:05:00,1,Clinton,0
145707072418,5,16:25:00,16:25:00,2,Clinton,0
145707072419,14,16:40:00,16:40:00,1,Clinton,0
145707072419,5,17:00:00,17:00:00,2,Clinton,0
14570707242,14,08:00:00,08:00:00,1,Clinton,0
14570707242,5,08:20:00,08:20:00,2,Clinton,0
145707072420,14,17:10:00,17:10:00,1,Clinton,0
145707072420,5,17:30:00,17:30:00,2,Clinton,0
145707072421,14,17:40:00,17:40:00,1,Clinton,0
145707072421,5,18:00:00,18:00:00,2,Clinton,0
145707072422,14,18:10:00,18:10:00,1,Clinton,0
145707072422,5,18:30:00,18:30:00,2,Clinton,0
145707072423,14,18:40:00,18:40:00,1,Clinton,0
145707072423,5,19:00:00,19:00:00,2,Clinton,0
145707072424,14,19:05:00,19:05:00,1,Clinton,0
145707072424,5,19:25:00,19:25:00,2,Clinton,0
145707072425,14,19:35:00,19:35:00,1,Clinton,0
145707072425,5,19:55:00,19:55:00,2,Clinton,0
145707072426,14,20:05:00,20:05:00,1,Clinton,0
145707072426,5,20:25:00,20:25:00,2,Clinton,0
145707072427,14,20:35:00,20:35:00,1,Clinton,0
145707072427,5,20:55:00,20:55:00,2,Clinton,0
145707072428,14,21:00:00,21:00:00,1,Clinton,0
145707072428,5,21:20:00,21:20:00,2,Clinton,0
145707072429,14,21:30:00,21:30:00,1,Clinton,0
145707072429,5,21:50:00,21:50:00,2,Clinton,0
14570707243,14,08:30:00,08:30:00,1,Clinton,0
14570707243,5,08:50:00,08:50:00,2,Clinton,0
145707072430,14,22:00:00,22:00:00,1,Clinton,0
145707072430,5,22:20:00,22:20:00,2,Clinton,0
145707072431,14,22:30:00,22:30:00,1,Clinton,0
145707072431,5,22:50:00,22:50:00,2,Clinton,0
145707072432,14,23:00:00,23:00:00,1,Clinton,0
145707072432,5,23:20:00,23:20:00,2,Clinton,0
145707072433,14,23:30:00,23:30:00,1,Clinton,0
145707072433,5,23:50:00,23:50:00,2,Clinton,0
145707072434,14,24:00:00,24:00:00,1,Clinton,0
145707072434,5,24:20:00,24:20:00,2,Clinton,0
145707072435,14,25:05:00,25:05:00,1,Clinton,0
145707072435,5,25:25:00,25:25:00,2,Clinton,0
