trip_id,stop_id,arrival_time,departure_time,stop_sequence,stop_headsign,departure_buffer
101390713243,13,13:00:00,13:00:00,2,Lopez Island,0
101390713244,10,13:55:00,13:55:00,1,Lopez Island,0
101390713244,13,14:40:00,14:40:00,2,Lopez Island,0
101390713245,10,14:15:00,14:15:00,1,Lopez Island,0
101390713245,13,15:40:00,15:40:00,2,Lopez Island,0
101390713246,10,17:30:00,17:30:00,1,Lopez Island,0
101390713246,13,18:55:00,18:55:00,2,Lopez Island,0
101390713247,10,22:00:00,22:00:00,1,Lopez Island,0
101390713247,13,23:20:00,23:20:00,2,Lopez Island,0
101390714240,10,05:35:00,05:35:00,1,Lopez Island,0
101390714240,13,06:15:00,06:15:00,2,Lopez Island,0
101390714241,10,06:00:00,06:00:00,1,Lopez Island,0
101390714241,13,07:30:00,07:30:00,2,Lopez Island,0
101390714242,10,08:30:00,08:30:00,1,Lopez Island,0
101390714242,13,09:50:00,09:50:00,2,Lopez Island,0
101390714243,10,11:35:00,11:35:00,1,Lopez Island,0
101390714243,13,13:00:00,13:00:00,2,Lopez Island,0
101390714244,10,13:55:00,13:55:00,1,Lopez Island,0
101390714244,13,14:40:00,14:40:00,2,Lopez Island,0
101390714245,10,17:30:00,17:30:00,1,Lopez Island,0
101390714245,13,18:55:00,18:55:00,2,Lopez Island,0
101390714246,10,22:00:00,22:00:00,1,Lopez Island,0
101390714246,13,23:20:00,23:20:00,2,Lopez Island,0
101390715240,10,05:35:00,05:35:00,1,Lopez Island,0
101390715240,13,06:15:00,06:15:00,2,Lopez Island,0
101390715241,10,06:00:00,06:00:00,1,Lopez Island,0
101390715241,13,07:30:00,07:30:00,2,Lopez Island,0
101390715242,10,08:30:00,08:30:00,1,Lopez Island,0
101390715242,13,09:50:00,09:50:00,2,Lopez Island,0
101390715243,10,11:35:00,11:35:00,1,Lopez Island,0
101390715243,13,13:00:00,13:00:00,2,Lopez Island,0
101390715244,10,13:55:00,13:55:00,1,Lopez Island,0
101390715244,13,14:40:00,14:40:00,2,Lopez Island,0
101390715245,10,14:15:00,14:15:00,1,Lopez Island,0
101390715245,13,15:40:00,15:40:00,2,Lopez Island,0
101390715246,10,15:40:00,15:40:00,1,Lopez Island,0
101390715246,13,16:15:00,16:15:00,2,Lopez Island,0
101390715247,10,17:30:00,17:30:00,1,Lopez Island,0
101390715247,13,18:55:00,18:55:00,2,Lopez Island,0
101390715248,10,22:00:00,22:00:00,1,Lopez Island,0
101390715248,13,23:20:00,23:20:00,2,Lopez Island,0
101390716240,10,05:35:00,05:35:00,1,Lopez Island,0
101390716240,13,06:15:00,06:15:00,2,Lopez Island,0
101390716241,10,06:00:00,06:00:00,1,Lopez Island,0
101390716241,13,07:30:00,07:30:00,2,Lopez Island,0
101390716242,10,08:30:00,08:30:00,1,Lopez Island,0
101390716242,13,09:50:00,09:50:00,2,Lopez Island,0
101390716243,10,11:35:00,11:35:00,1,Lopez Island,0
101390716243,13,13:00:00,13:00:00,2,Lopez Island,0
101390716244,10,13:55:00,13:55:00,1,Lopez Island,0
101390716244,13,14:40:00,14:40:00,2,Lopez Island,0
101390716245,10,14:15:00,14:15:00,1,Lopez Island,0
101390716245,13,15:40:00,15:40:00,2,Lopez Island,0
101390716246,10,15:40:00,15:40:00,1,Lopez Island,0
101390716246,13,16:15:00,16:15:00,2,Lopez Island,0
101390716247,10,17:30:00,17:30:00,1,Lopez Island,0
101390716247,13,18:55:00,18:55:00,2,Lopez Island,0
101390716248,10,22:00:00,22:00:00,1,Lopez Island,0
101390716248,13,23:20:00,23:20:00,2,Lopez Island,0
101390717240,10,05:35:00,05:35:00,1,Lopez Island,0
101390717240,13,06:15:00,06:15:00,2,Lopez Island,0
101390717241,10,06:00:00,06:00:00,1,Lopez Island,0
101390717241,13,07:30:00,07:30:00,2,Lopez Island,0
101390717242,10,08:30:00,08:30:00,1,Lopez Island,0
101390717242,13,09:50:00,09:50:00,2,Lopez Island,0
101390717243,10,11:35:00,11:35:00,1,Lopez Island,0
101390717243,13,13:00:00,13:00:00,2,Lopez Island,0
101390717244,10,13:55:00,13:55:00,1,Lopez Island,0
101390717244,13,14:40:00,14:40:00,2,Lopez Island,0
101390717245,10,14:15:00,14:15:00,1,Lopez Island,0
101390717245,13,15:40:00,15:40:00,2,Lopez Island,0
101390717246,10,15:40:00,15:40:00,1,Lopez Island,0
101390717246,13,16:15:00,16:15:00,2,Lopez Island,0
101390717247,10,17:30:00,17:30:00,1,Lopez Island,0
101390717247,13,18:55:00,18:55:00,2,Lopez Island,0
101390717248,10,22:00:00,22:00:00,1,Lopez Island,0
101390717248,13,23:20:00,23:20:00,2,Lopez Island,0
101390718240,10,05:35:00,05:35:00,1,Lopez Island,0
101390718240,13,06:15:00,06:15:00,2,Lopez Island,0
101390718241,10,06:00:00,06:00:00,1,Lopez Island,0
101390718241,13,07:30:00,07:30:00,2,Lopez Island,0
101390718242,10,08:30:00,08:30:00,1,Lopez Island,0
101390718242,13,09:50:00,09:50:00,2,Lopez Island,0
101390718243,10,11:35:00,11:35:00,1,Lopez Island,0
101390718243,13,13:00:00,13:00:00,2,Lopez Island,0
101390718244,10,13:55:00,13:55:00,1,Lopez Island,0
101390718244,13,14:40:00,14:40:00,2,Lopez Island,0
101390718245,10,14:15:00,14:15:00,1,Lopez Island,0
101390718245,13,15:40:00,15:40:00,2,Lopez Island,0
101390718246,10,15:40:00,15:40:00,1,Lopez Island,0
101390718246,13,16:15:00,16:15:00,2,Lopez Island,0
101390718247,10,17:30:00,17:30:00,1,Lopez Island,0
101390718247,13,18:55:00,18:55:00,2,Lopez Island,0
101390718248,10,22:00:00,22:00:00,1,Lopez Island,0
101390718248,13,23:20:00,23:20:00,2,Lopez Island,0
101390719240,10,05:35:00,05:35:00,1,Lopez Island,0
101390719240,13,06:15:00,06:15:00,2,Lopez Island,0
101390719241,10,06:00:00,06:00:00,1,Lopez Island,0
101390719241,13,07:30:00,07:30:00,2,Lopez Island,0
101390719242,10,08:30:00,08:30:00,1,Lopez Island,0
101390719242,13,09:50:00,09:50:00,2,Lopez Island,0
101390719243,10,11:35:00,11:35:00,1,Lopez Island,0
101390719243,13,13:00:00,13:00:00,2,Lopez Island,0
101390719244,10,13:55:00,13:55:00,1,Lopez Island,0
101390719244,13,14:40:00,14:40:00,2,Lopez Island,0
101390719245,10,14:15:00,14:15:00,1,Lopez Island,0
101390719245,13,15:40:00,15:40:00,2,Lopez Island,0
101390719246,10,15:40:00,15:40:00,1,Lopez Island,0
101390719246,13,16:15:00,16:15:00,2,Lopez Island,0
101390719247,10,17:30:00,17:30:00,1,Lopez Island,0
101390719247,13,18:55:00,18:55:00,2,Lopez Island,0
101390719248,10,22:00:00,22:00:00,1,Lopez Island,0
101390719248,13,23:20:00,23:20:00,2,Lopez Island,0
101390720240,10,05:35:00,05:35:00,1,Lopez Island,0
101390720240,13,06:15:00,06:15:00,2,Lopez Island,0
101390720241,10,06:00:00,06:00:00,1,Lopez Island,0
101390720241,13,07:30:00,07:30:00,2,Lopez Island,0
101390720242,10,08:30:00,08:30:00,1,Lopez Island,0
101390720242,13,09:50:00,09:50:00,2,Lopez Island,0
101390720243,10,11:35:00,11:35:00,1,Lopez Island,0
101390720243,13,13:00:00,13:00:00,2,Lopez Island,0
101390720244,10,13:55:00,13:55:00,1,Lopez Island,0
101390720244,13,14:40:00,14:40:00,2,Lopez Island,0
101390720245,10,14:15:00,14:15:00,1,Lopez Island,0
101390720245,13,15:40:00,15:40:00,2,Lopez Island,0
101390720246,10,17:30:00,17:30:00,1,Lopez Island,0
101390720246,13,18:55:00,18:55:00,2,Lopez Island,0
101390720247,10,22:00:00,22:00:00,1,Lopez Island,0
101390720247,13,23:20:00,23:20:00,2,Lopez Island,0
101390721240,10,05:35:00,05:35:00,1,Lopez Island,0
101390721240,13,06:15:00,06:15:00,2,Lopez Island,0
101390721241,10,06:00:00,06:00:00,1,Lopez Island,0
101390721241,13,07:30:00,07:30:00,2,Lopez Island,0
101390721242,10,08:30:00,08:30:00,1,Lopez Island,0
101390721242,13,09:50:00,09:50:00,2,Lopez Island,0
101390721243,10,11:35:00,11:35:00,1,Lopez Island,0
101390721243,13,13:00:00,13:00:00,2,Lopez Island,0
101390721244,10,13:55:00,13:55:00,1,Lopez Island,0
101390721244,13,14:40:00,14:40:00,2,Lopez Island,0
101390721245,10,17:30:00,17:30:00,1,Lopez Island,0
101390721245,13,18:55:00,18:55:00,2,Lopez Island,0
101390721246,10,22:00:00,22:00:00,1,Lopez Island,0
101390721246,13,23:20:00,23:20:00,2,Lopez Island,0
101390722240,10,05:35:00,05:35:00,1,Lopez Island,0
101390722240,13,06:15:00,06:15:00,2,Lopez Island,0
101390722241,10,06:00:00,06:00:00,1,Lopez Island,0
101390722241,13,07:30:00,07:30:00,2,Lopez Island,0
101390722242,10,08:30:00,08:30:00,1,Lopez Island,0
101390722242,13,09:50:00,09:50:00,2,Lopez Island,0
101390722243,10,11:35:00,11:35:00,1,Lopez Island,0
101390722243,13,13:00:00,13:00:00,2,Lopez Island,0
101390722244,10,13:55:00,13:55:00,1,Lopez Island,0
101390722244,13,14:40:00,14:40:00,2,Lopez Island,0
101390722245,10,14:15:00,14:15:00,1,Lopez Island,0
101390722245,13,15:40:00,15:40:00,2,Lopez Island,0
101390722246,10,15:40:00,15:40:00,1,Lopez Island,0
101390722246,13,16:15:00,16:15:00,2,Lopez Island,0
101390722247,10,17:30:00,17:30:00,1,Lopez Island,0
101390722247,13,18:55:00,18:55:00,2,Lopez Island,0
101390722248,10,22:00:00,22:00:00,1,Lopez Island,0
101390722248,13,23:20:00,23:20:00,2,Lopez Island,0
101390723240,10,05:35:00,05:35:00,1,Lopez Island,0
101390723240,13,06:15:00,06:15:00,2,Lopez Island,0
101390723241,10,06:00:00,06:00:00,1,Lopez Island,0
101390723241,13,07:30:00,07:30:00,2,Lopez Island,0
101390723242,10,08:30:00,08:30:00,1,Lopez Island,0
101390723242,13,09:50:00,09:50:00,2,Lopez Island,0
101390723243,10,11:35:00,11:35:00,1,Lopez Island,0
101390723243,13,13:00:00,13:00:00,2,Lopez Island,0
101390723244,10,13:55:00,13:55:00,1,Lopez Island,0
101390723244,13,14:40:00,14:40:00,2,Lopez Island,0
101390723245,10,14:15:00,14:15:00,1,Lopez Island,0
101390723245,13,15:40:00,15:40:00,2,Lopez Island,0
101390723246,10,15:40:00,15:40:00,1,Lopez Island,0
101390723246,13,16:15:00,16:15:00,2,Lopez Island,0
101390723247,10,17:30:00,17:30:00,1,Lopez Island,0
101390723247,13,18:55:00,18:55:00,2,Lopez Island,0
101390723248,10,22:00:00,22:00:00,1,Lopez Island,0
101390723248,13,23:20:00,23:20:00,2,Lopez Island,0
101390724240,10,05:35:00,05:35:00,1,Lopez Island,0
101390724240,13,06:15:00,06:15:00,2,Lopez Island,0
101390724241,10,06:00:00,06:00:00,1,Lopez Island,0
101390724241,13,07:30:00,07:30:00,2,Lopez Island,0
101390724242,10,08:30:00,08:30:00,1,Lopez Island,0
