service_id,date,exception_type
JG_C4-Weekday-BM,20240715,2
JG_C4-Weekday-BM,20240716,2
JG_C4-Weekday-BM,20240717,2
JG_C4-Weekday-BM,20240718,2
JG_C4-Weekday-BM,20240721,2
JG_C4-Weekday-BM,20240722,2
JG_C4-Weekday-BM,20240723,2
JG_C4-Weekday-BM,20240724,2
JG_C4-Weekday-BM,20240725,2
JG_C4-Weekday-BM,20240728,2
JG_C4-Weekday-BM,20240729,2
JG_C4-Weekday-BM,20240730,2
JG_C4-Weekday-BM,20240731,2
JG_C4-Weekday-BM,20240801,2
JG_C4-Weekday-BM,20240804,2
JG_C4-Weekday-BM,20240805,2
JG_C4-Weekday-BM,20240806,2
JG_C4-Weekday-BM,20240807,2
JG_C4-Weekday-BM,20240808,2
UP_C4-Saturday,20240704,1
UP_C4-Weekday,20240704,2
UP_C4-Weekday,20240705,2
UP_C4-Weekday,20240708,2
UP_C4-Weekday,20240709,2
UP_C4-Weekday,20240710,2
UP_C4-Weekday,20240711,2
UP_C4-Weekday,20240712,2
UP_C4-Weekday,20240715,2
UP_C4-Weekday,20240716,2
UP_C4-Weekday,20240717,2
UP_C4-Weekday,20240718,2
UP_C4-Weekday,20240719,2
UP_C4-Weekday,20240722,2
UP_C4-Weekday,20240723,2
UP_C4-Weekday,20240724,2
UP_C4-Weekday,20240725,2
UP_C4-Weekday,20240726,2
UP_C4-Weekday,20240729,2
UP_C4-Weekday,20240730,2
UP_C4-Weekday,20240731,2
UP_C4-Weekday,20240801,2
UP_C4-Weekday,20240802,2
UP_C4-Weekday,20240805,2
UP_C4-Weekday,20240806,2
UP_C4-Weekday,20240807,2
UP_C4-Weekday,20240808,2
UP_C4-Weekday,20240809,2
